Origin 	 dest 	 numPaths 	 lpath cost 	 spath cost 	 minCost 	 diff between lPath and sPath
7	20008	1	6164.892970557209	6164.892970557209	6164.892970557209	0.0
7	9	2	77100.72418109937	76909.74720777602	36533.625873648765	190.9769733233552
7	10	3	652.8706127750211	461.89363945167514	461.89363945167514	190.97697332334593
7	14	2	2449.6825793424896	2258.7056060191435	2258.7056060191435	190.9769733233461
7	15	2	592.8670332254703	401.89005990212434	401.89005990212434	190.976973323346
7	16	1	68.0647647331258	68.0647647331258	68.0647647331258	0.0
7	17	1	440.95907554650336	440.95907554650336	440.95907554650336	0.0
7	18	1	19.86094785181205	19.86094785181205	19.86094785181205	0.0
7	19	2	562.8858615855822	371.9088882622363	371.9088882622363	190.97697332334593
7	20	1	117.4552801160838	117.4552801160838	117.4552801160838	0.0
7	21	3	1515.6438260938567	1176.3701971011403	1176.3701971011403	339.27362899271634
7	22	3	1270.214392668491	930.9407636757745	930.9407636757745	339.27362899271645
7	23	3	3123.893514832126	2784.6198689991143	2784.6198689991143	339.27364583301187
7	24	3	5251.938180363984	4912.6645345309735	4912.6645345309735	339.27364583301096
9	20005	1	4685.390231106668	4685.390231106668	4685.390231106668	0.0
9	7	1	697.8764660591274	697.8764660591274	697.8764660591274	0.0
9	20008	2	7571.527875307439	6862.769436616337	6862.769436616337	708.7584386911021
9	10	1	3011.1697778884864	3011.1697778884864	1159.7701055108025	0.0
9	14	3	4983.2174188869485	2956.582072078271	2956.582072078271	2026.6353468086777
9	15	2	1290.7434992845979	1099.7665259612518	1099.7665259612518	190.9769733233461
9	16	1	765.9412307922532	765.9412307922532	765.9412307922532	0.0
9	17	1	1138.8355416056309	1138.8355416056309	1138.8355416056309	0.0
9	18	1	717.7374139109395	717.7374139109395	717.7374139109395	0.0
9	19	2	1260.7623276447098	1069.7853543213637	1069.7853543213637	190.9769733233461
9	20	1	815.3317461752113	815.3317461752113	815.3317461752113	0.0
9	21	1	2213.5202921529844	2213.5202921529844	1874.2466631602679	0.0
9	22	1	1968.0908587276185	1968.0908587276185	1628.817229734902	0.0
9	23	2	5509.131681866919	3821.7699808912535	3482.496335058242	1687.3617009756658
9	24	3	7637.176347398778	5801.517973913447	5610.541000590101	1835.6583734853302
10	7	3	3954.285597252165	3954.285594902415	3954.285594902415	2.3497500478697475E-6
10	9	1	78401.54248793739	78401.54248793739	40487.91146855118	0.0
10	20011	1	406.3861903635827	406.3861903635827	406.3861903635827	0.0
10	14	1	3750.5008861805127	3750.5008861805127	3750.5008861805127	0.0
10	15	1	1893.6853400634934	1893.6853400634934	1893.6853400634934	0.0
10	16	2	3908.5848409320056	3908.584831274257	3908.584831274257	9.657748705649283E-6
10	17	2	2090.4368234536114	2090.4368137958627	2090.4368137958627	9.657748705649283E-6
10	18	2	3907.0667924254235	3907.066792425423	3907.066792425423	4.547473508864641E-13
10	19	1	1982.4339204014445	1982.4339204014445	1982.4339204014445	0.0
10	20	3	3753.3507639210684	3753.3507615713183	3753.3507615713183	2.3497500478697475E-6
10	21	1	2668.1654772625093	2668.1654772625093	2668.1654772625093	0.0
10	22	1	2422.7360438371434	2422.7360438371434	2422.7360438371434	0.0
10	23	2	4276.415166000778	4276.415149160483	4276.415149160483	1.6840294847497717E-5
10	24	2	6404.459831753416	6404.459831532637	6404.459814692342	2.2077983885537833E-7
14	7	2	2320.975789880013	2320.9757898800126	2320.9757898800126	4.547473508864641E-13
14	9	1	74651.04160175688	74651.04160175688	38854.60166352878	0.0
14	10	1	375.47647554940954	375.47647554940954	375.47647554940954	0.0
14	20011	1	270.4050949892517	270.4050949892517	270.4050949892517	0.0
14	15	1	315.47289599985874	315.47289599985874	315.47289599985874	0.0
14	16	3	2330.3723872106225	2321.9608042843342	2321.9608042843342	8.411582926288247
14	17	1	512.2243697322282	512.2243697322282	512.2243697322282	0.0
14	18	2	2273.756987403021	2273.7569874030205	2273.7569874030205	4.547473508864641E-13
14	19	1	404.2214763378099	404.2214763378099	404.2214763378099	0.0
14	20	2	2120.0409565489163	2120.040956548916	2120.040956548916	4.547473508864641E-13
14	21	1	1034.8556722401067	1034.8556722401067	1034.8556722401067	0.0
14	22	1	789.4262388147408	789.4262388147408	789.4262388147408	0.0
14	23	1	525.914262979971	525.914262979971	525.914262979971	0.0
14	24	1	2653.95892851183	2653.95892851183	2653.95892851183	0.0
15	7	2	2060.600257188672	2060.6002548389224	2060.600254838922	2.3497495931223966E-6
15	9	1	76507.8571478739	76507.8571478739	38594.22612848769	0.0
15	10	1	60.00357954955079	60.00357954955079	60.00357954955079	0.0
15	14	1	1856.815546117019	1856.815546117019	1856.815546117019	0.0
15	16	1	2014.8994912107637	2014.8994912107637	2014.8994912107637	0.0
15	17	1	196.7514737323694	196.7514737323694	196.7514737323694	0.0
15	18	2	2013.38145471168	2013.3814523619303	2013.3814523619299	2.3497495931223966E-6
15	19	1	88.74858033795117	88.74858033795117	88.74858033795117	0.0
15	20	2	1859.6654238575752	1859.6654215078252	1859.6654215078252	2.3497500478697475E-6
