iteration 	 stepSize
0	0.2
1	0.21000000000000002
2	0.1995
3	0.20947500000000002
4	0.20947500000000002
5	0.19900125000000002
6	0.19900125000000002
7	0.19900125000000002
8	0.1890511875
9	0.179598628125
10	0.17061869671875
11	0.1620877618828125
12	0.1620877618828125
13	0.15398337378867186
14	0.15398337378867186
15	0.15398337378867186
16	0.15398337378867186
17	0.14628420509923826
18	0.13896999484427633
19	0.13896999484427633
20	0.13896999484427633
21	0.1320214951020625
22	0.1320214951020625
23	0.1320214951020625
24	0.12542042034695938
25	0.11914939932961141
26	0.11319192936313084
27	0.1075323328949743
28	0.1075323328949743
29	0.1075323328949743
30	0.10215571625022558
31	0.0970479304377143
32	0.0970479304377143
33	0.0970479304377143
34	0.09219553391582858
35	0.09219553391582858
36	0.09219553391582858
37	0.08758575722003714
38	0.08320646935903528
39	0.07904614589108351
40	0.07904614589108351
41	0.07904614589108351
42	0.07509383859652934
43	0.07509383859652934
44	0.07509383859652934
45	0.07133914666670287
46	0.06777218933336772
47	0.06777218933336772
48	0.06777218933336772
49	0.06438357986669933
50	0.06116440087336436
51	0.06116440087336436
52	0.06116440087336436
53	0.05810618082969614
54	0.05520087178821133
55	0.05520087178821133
56	0.05520087178821133
57	0.05244082819880076
58	0.049818786788860724
59	0.049818786788860724
60	0.049818786788860724
61	0.04732784744941768
62	0.044961455076946794
63	0.044961455076946794
64	0.044961455076946794
65	0.04271338232309945
66	0.04057771320694448
67	0.04057771320694448
68	0.04057771320694448
69	0.038548827546597254
70	0.03662138616926739
71	0.03662138616926739
72	0.03662138616926739
73	0.03479031686080402
74	0.033050801017763816
75	0.033050801017763816
76	0.033050801017763816
77	0.031398260966875625
78	0.029828347918531842
79	0.029828347918531842
80	0.029828347918531842
81	0.02833693052260525
82	0.026920083996474987
83	0.026920083996474987
84	0.026920083996474987
85	0.025574079796651238
86	0.024295375806818675
87	0.024295375806818675
88	0.024295375806818675
89	0.02308060701647774
90	0.02192657666565385
91	0.02192657666565385
92	0.02192657666565385
93	0.020830247832371158
94	0.0197887354407526
95	0.0197887354407526
96	0.0197887354407526
97	0.018799298668714968
98	0.017859333735279218
99	0.017859333735279218
100	0.017859333735279218
101	0.016966367048515257
102	0.016118048696089494
103	0.016118048696089494
104	0.016118048696089494
105	0.015312146261285018
106	0.014546538948220767
107	0.014546538948220767
108	0.014546538948220767
109	0.013819212000809728
110	0.013128251400769241
111	0.013128251400769241
112	0.013128251400769241
113	0.012471838830730778
114	0.011848246889194239
115	0.011848246889194239
116	0.011848246889194239
117	0.011255834544734526
118	0.010693042817497798
119	0.010693042817497798
120	0.010693042817497798
121	0.010158390676622909
122	0.009650471142791762
123	0.009650471142791762
124	0.009650471142791762
125	0.009650471142791762
126	0.009167947585652174
127	0.009167947585652174
128	0.009167947585652174
129	0.009167947585652174
130	0.008709550206369564
131	0.008709550206369564
132	0.008709550206369564
133	0.008274072696051085
134	0.007860369061248531
135	0.007860369061248531
136	0.007860369061248531
137	0.007467350608186104
138	0.007093983077776799
139	0.007093983077776799
140	0.007093983077776799
141	0.007093983077776799
142	0.006739283923887959
143	0.006739283923887959
144	0.006739283923887959
145	0.006739283923887959
146	0.006402319727693561
147	0.006402319727693561
148	0.006402319727693561
149	0.006082203741308883
150	0.005778093554243438
151	0.005778093554243438
152	0.005778093554243438
153	0.005778093554243438
154	0.005489188876531266
155	0.005489188876531266
156	0.005489188876531266
157	0.005214729432704702
158	0.004953992961069467
159	0.004953992961069467
160	0.004953992961069467
161	0.004706293313015994
162	0.004470978647365194
163	0.004470978647365194
164	0.004470978647365194
165	0.0042474297149969345
166	0.004035058229247088
167	0.004035058229247088
168	0.004035058229247088
169	0.003833305317784733
170	0.003641640051895496
171	0.003641640051895496
172	0.003641640051895496
173	0.003459558049300721
174	0.0032865801468356846
175	0.0032865801468356846
176	0.0032865801468356846
177	0.0031222511394939003
178	0.0029661385825192053
179	0.0029661385825192053
180	0.0029661385825192053
181	0.0029661385825192053
182	0.0028178316533932447
183	0.0028178316533932447
184	0.0028178316533932447
185	0.0026769400707235824
186	0.0025430930671874034
187	0.0025430930671874034
188	0.0025430930671874034
189	0.002415938413828033
190	0.002295141493136631
191	0.002295141493136631
192	0.002295141493136631
193	0.0021803844184797995
194	0.0020713651975558093
195	0.0020713651975558093
196	0.0020713651975558093
197	0.001967796937678019
198	0.001869407090794118
199	0.001869407090794118
200	0.001869407090794118
201	0.001775936736254412
202	0.0016871398994416913
203	0.0016871398994416913
204	0.0016871398994416913
205	0.0016027829044696067
206	0.0015226437592461262
207	0.0015226437592461262
208	0.0015226437592461262
209	0.0014465115712838199
210	0.001374185992719629
211	0.001374185992719629
212	0.001374185992719629
213	0.0013054766930836474
214	0.001240202858429465
215	0.001240202858429465
216	0.001240202858429465
217	0.0011781927155079916
218	0.001119283079732592
219	0.001119283079732592
220	0.001119283079732592
221	0.001119283079732592
222	0.0010633189257459625
223	0.0010633189257459625
224	0.0010633189257459625
225	0.0010101529794586644
226	9.596453304857311E-4
227	9.596453304857311E-4
228	9.596453304857311E-4
229	9.116630639614445E-4
230	8.660799107633722E-4
231	8.660799107633722E-4
232	8.660799107633722E-4
233	8.227759152252035E-4
