source	dest	fft	coef	power	capacity
11	12	6.0	0.15	4.0	4908.82673
5	4	2.0	0.15	4.0	17782.7941
5	6	4.0	0.15	4.0	4947.995469
4	3	4.0	0.15	4.0	17110.52372
4	5	2.0	0.15	4.0	17782.7941
4	11	6.0	0.15	4.0	4908.82673
3	1	4.0	0.15	4.0	23403.47319
3	4	4.0	0.15	4.0	17110.52372
3	12	4.0	0.15	4.0	23403.47319
8	6	2.0	0.15	4.0	4898.587646
2	1	6.0	0.15	4.0	25900.20064
13	12	3.0	0.15	4.0	25900.20064
2	6	5.0	0.15	4.0	4958.180928
12	3	4.0	0.15	4.0	23403.47319
1	2	6.0	0.15	4.0	25900.20064
1	3	4.0	0.15	4.0	23403.47319
12	11	6.0	0.15	4.0	4908.82673
12	13	3.0	0.15	4.0	25900.20064
6	2	5.0	0.15	4.0	4958.180928
6	5	4.0	0.15	4.0	4947.995469
6	8	2.0	0.15	4.0	4898.587646
11	4	6.0	0.15	4.0	4908.82673
