source 	 destination 	 fft 	 flow 	 cost(min)
245	244	1.046881454	6132.145608059187	1.0807244312515678
152	151	0.621643949	4352.900000000009	0.6341010717677743
183	182	0.392606361	4152.100000000021	0.3991194921524442
254	255	2.0	407.10000000000014	2.00000969059905
90	89	0.272614622	5408.599999999998	0.2856357879727565
290	94	0.5	2215.6550395612903	0.6721788580192503
278	100	0.5	0.0	0.5
354	370	2.0	566.8802522684412	2.0000364343921535
1	117	1.090458488	7074.9000000000015	1.1529198689124767
378	379	2.0	335.7000000000002	2.0000044807589448
338	337	2.0	105.10000000000005	2.0000000430484066
409	410	0.220075758	1044.1999999999875	0.22012191347041288
302	27	0.149068323	2943.449934189519	0.14913491484644822
307	306	0.5	1297.8319669919097	0.5002502419366648
350	126	0.5	650.5	0.5012792647896309
121	120	0.545229244	6351.297877019857	0.5947503507086894
273	292	2.0	94.99999999999994	2.0000000287369475
25	269	0.149068323	5036.300000000019	0.14963906628762633
324	129	0.5	508.39999999999986	0.5004773021718301
343	329	1.0	1640.078967136048	1.0012763660863389
29	308	0.149068323	7367.148677671604	0.1516816405340918
408	211	0.5	2034.2574412785825	0.6223474427129488
317	311	0.720075758	1664.0499341895168	0.7210497599518948
45	341	1.0	0.0	1.0
347	245	0.5	1807.9999999999993	0.5763422485889345
400	399	0.5	7125.700000000003	0.7274030894116267
273	26	0.149068323	560.9000000000005	0.14906841080842845
381	382	0.5	314.49999999999966	0.5000008629165992
266	24	0.149068323	4246.6999999999925	0.1493568595090259
316	317	0.859848485	1357.2499341895184	0.8603632126133207
303	42	1.0	0.0	1.0
248	247	0.392606361	4324.145608059187	0.3957445550279359
180	179	1.908302354	932.773902228297	1.9083829872204725
217	216	0.588806278	1963.1000000000004	0.5890062012694532
340	325	0.359848485	2708.4500658104866	0.3632644957676899
58	145	0.333333333	4669.300000000002	0.33695582202354835
257	258	2.0	125.19999999999996	2.0000000866889076
211	210	0.774266832	6850.357441278601	0.8694378819014515
357	373	2.0	1594.8000000000027	2.002282291555615
87	86	1.090458488	9662.5	1.6210110772685784
109	289	0.5	0.0	0.5
338	10	1.0	802.1999999999999	1.0000730544794183
32	332	0.149068323	2765.254391940806	0.14912019521669195
406	38	0.149068323	3900.999999999994	0.14927376926279695
281	267	1.640151515	190.80000000000027	1.6401518984543517
54	230	0.333333333	114.79999999999998	0.33333333432363277
313	314	0.779924242	0.0	0.779924242
90	293	0.5	189.80000000000047	0.5000092716296434
177	360	0.5	0.0	0.5
388	405	2.0	108.0	2.000000048
231	56	0.333333333	1384.8999999999999	0.33336136626143414
259	267	1.920075758	61.39999999999994	1.9200757628140221
350	351	0.859848485	0.0	0.859848485
84	83	0.229037588	4065.334200950126	0.2325294176587254
124	123	0.8614209	6213.997877019847	0.9331113126215368
258	68	0.5	53.80000000000004	0.5000000598549876
260	261	0.5	0.0	0.5
251	250	0.054522924	2352.3000000000006	0.05456108952089005
330	319	0.859848485	1153.1000000000001	0.8601166524354276
286	302	0.420075758	135.2	0.4200757827599981
214	7	1.090458488	4983.600000000002	1.1058366016885115
344	343	2.0	0.0	2.0
208	207	0.283560512	5140.224704982641	0.29460982925704843
96	95	1.243081371	1995.4999999999989	1.244181561169049
396	215	0.5	2823.0850989951064	0.95380274838835
65	64	0.349029327	5895.4500658104735	0.37256307259040283
384	385	2.0	43.1	2.0000000012174617
257	14	1.0	37.0	1.0000000003306155
127	126	0.272614622	6428.79787701985	0.2986060120048081
303	43	1.540151515	0.0	1.540151515
284	106	0.5	0.0	0.5
403	404	1.0	918.1999999999987	1.000125390713462
6	213	1.090458488	6576.600000000002	1.1370960748889005
291	110	0.5	0.0	0.5
282	281	0.579924242	190.80000000000027	0.5799243775816657
322	18	1.0	1692.5999999999995	1.0014478833232208
387	371	2.0	177.2	2.000000347857271
45	340	1.0	0.0	1.0
256	266	1.920075758	123.9	1.9200758378214864
93	92	0.349029327	2655.5550395613013	0.34999814995805645
341	342	1.0	1141.4763613659154	1.0002994910914305
270	269	1.0	4519.20000000001	1.0735804545973617
50	373	1.0	0.0	1.0
99	283	0.5	0.0	0.5
303	289	1.220075758	887.2000000000003	1.2202091068118466
285	284	0.279924242	190.80000000000027	0.2799243074440567
407	53	1.059848485	0.0	1.059848485
205	204	0.272614622	5140.224704982641	0.2832374179109777
274	41	1.0	0.0	1.0
279	278	0.5	0.0	0.5
236	235	0.119991739	8547.7	0.13463607395465949
273	272	0.279924242	4095.6486776716188	0.2938188889038591
316	315	1.0	189.95068184505487	1.0000002296569788
212	408	0.5	1760.4999999999989	0.5686302151869002
9	379	1.0	1419.854391940811	1.0007169542712506
36	394	0.149068323	4120.913963739603	0.14932416311055516
242	241	0.621643949	4134.999999999997	0.62579889120827
40	268	1.320075758	0.0	1.320075758
380	19	1.0	438.6999999999997	1.0000065341147535
276	296	2.0	648.3000000000002	2.0000623232800248
277	228	0.5	33.09999999999995	0.5000000085759693
372	373	2.0	389.3000000000002	2.0000081037088684
99	98	0.272614622	1995.4999999999989	0.2728558997908675
93	195	0.333333333	0.0	0.333333333
375	376	0.720075758	698.7999999999984	0.7201060484688263
402	37	0.149068323	6150.302122980154	0.15033766966228235
34	385	0.149068323	2360.1	0.1490958472861267
77	141	0.333333333	1866.9505802303747	0.333559365717289
103	59	0.333333333	0.0	0.333333333
239	238	0.229037588	6019.600000000014	0.23591299666050275
157	349	0.5	457.59999999999997	0.5003132674746587
378	51	1.0	0.0	1.0
140	139	0.272614622	6498.750580230374	0.29975587517694746
297	298	0.5	373.5999999999995	0.5000017183581787
319	318	0.859848485	0.0	0.859848485
288	287	0.720075758	887.2000000000003	0.7201544590528971
109	108	0.272614622	3173.5636760697125	0.27415809588560847
330	31	0.149068323	5370.400000000009	0.14980626287958623
171	170	0.065468815	2655.27325823563	0.06565046384467677
78	77	0.272614622	4036.150580230379	0.2766527479563464
402	385	2.0	352.1999999999997	2.0000054287972455
363	358	1.720075758	0.0	1.720075758
226	225	0.937835605	5170.000000000001	0.9531538887657498
30	341	0.149068323	2959.049934189519	0.14913633783052
359	360	0.5	1945.9733826542206	0.5012648348015901
195	194	0.741429162	8797.201256517872	0.9892906470559772
52	402	1.0	0.0	1.0
116	294	0.5	2666.6021229801604	0.8612468968204354
20	397	1.0	503.6000000000002	1.000011346426534
203	359	0.5	1945.9733826542206	0.6024516189287962
127	350	0.5	0.0	0.5
378	361	2.0	5009.229686958185	2.2221416525821636
202	201	0.817843866	3707.6513223284096	0.8264702187751134
328	329	1.0	1129.8210328639473	1.0002874450545995
413	21	1.0	1111.9	1.0002696367852957
405	414	2.0	247.4	2.000001321736845
11	309	1.0	485.80000000000007	1.0000098253099972
47	333	0.940151515	0.0	0.940151515
304	305	0.920075758	3853.9499341895207	0.9558824402254081
133	132	0.468814539	7537.197877019824	0.5532649978329801
263	264	2.0	248.99999999999997	2.000001356262031
40	269	1.320075758	0.0	1.320075758
300	301	0.5	1059.2624704530585	0.5001110453983334
137	136	0.632383313	5733.7342009501335	0.6705330809499789
168	167	0.272614622	5485.700000000001	0.28639428615475315
291	290	0.5	217.30000000000013	0.5000001966641183
198	197	0.152622883	6072.333223509856	0.16420540968186031
387	388	2.0	716.7	2.000093088457353
294	295	0.279924242	3729.5021229801596	0.28947769047067556
130	129	0.272614622	5920.397877019845	0.2913091281187731
238	61	0.333333333	0.0	0.333333333
167	166	1.090458488	6522.200000000001	1.2005989411736255
307	308	0.5	4557.426097771697	0.5380508851532958
330	339	0.640151515	0.0	0.640151515
161	160	0.272614622	3006.400000000004	0.27385769739528454
81	80	0.272614622	2854.2505802303804	0.27362452302128626
292	305	1.859848485	94.99999999999994	1.8598485117231842
393	394	0.140151515	3588.075295017365	0.1442494041721313
370	386	2.0	0.0	2.0
385	34	0.149068323	669.6000000000009	0.14906850134306424
