iteration 	 stepSize
0	0.2
1	0.21000000000000002
2	0.1995
3	0.189525
4	0.189525
5	0.19900125000000002
6	0.20895131250000004
7	0.21939887812500006
8	0.23036882203125006
9	0.24188726313281259
10	0.2539816262894532
11	0.24128254497498053
12	0.2533466722237296
13	0.2406793386125431
14	0.2406793386125431
15	0.2406793386125431
16	0.2406793386125431
17	0.2406793386125431
18	0.2406793386125431
19	0.2406793386125431
20	0.2406793386125431
21	0.2406793386125431
22	0.2406793386125431
23	0.2406793386125431
24	0.2406793386125431
25	0.2406793386125431
26	0.2406793386125431
27	0.25271330554317023
28	0.26534897082032877
29	0.27861641936134524
30	0.2925472403294125
31	0.3071746023458831
32	0.3225333324631773
33	0.33865999908633615
34	0.35559299904065295
35	0.37337264899268563
36	0.3920412814423199
37	0.41164334551443593
38	0.43222551279015775
39	0.4538367884296657
40	0.47652862785114897
41	0.5003550592437065
42	0.5253728122058918
