iteration 	 gap
0	0.0
1	0.0
2	0.04822929375049456
3	0.3223661152224663
4	3.333580178410678E-5
5	5.386111084472178E-4
6	0.008659333959431748
7	0.014132103786374861
8	4.5382696592799476E-4
9	4.573378275590789E-4
10	3.4812851974275194E-4
11	3.333162130620959E-4
12	1.1327459135612727E-4
13	2.142857095107642E-4
14	8.204621791896294E-5
15	7.02450872444027E-5
16	2.0596835499597788E-4
17	6.00722353089056E-5
18	6.566214663439318E-5
19	7.369015076896801E-5
20	5.0582318541270155E-5
21	8.666064499895931E-6
22	1.882541293685147E-5
23	7.038292305350247E-5
24	4.306255921160407E-5
25	8.127053874984469E-6
26	1.8335314328488117E-5
27	9.71705513441723E-6
28	2.115475091213348E-5
29	1.061220052822609E-5
30	1.5019874446520198E-5
31	9.337746247006784E-6
32	1.0207281197160967E-5
33	6.773141036364727E-6
34	6.496036659142668E-6
35	4.397848652026859E-6
36	3.860592693971654E-6
37	2.5905096314726705E-6
38	2.1190048073993495E-6
39	1.3378302924360597E-6
40	1.517976979004132E-6
41	7.769791799949743E-7
42	6.38408901632026E-7
