iteration 	 stepSize
0	0.2
1	0.21000000000000002
2	0.21000000000000002
3	0.21000000000000002
4	0.21000000000000002
5	0.21000000000000002
6	0.21000000000000002
7	0.21000000000000002
8	0.21000000000000002
9	0.21000000000000002
10	0.21000000000000002
11	0.21000000000000002
12	0.21000000000000002
13	0.21000000000000002
14	0.21000000000000002
15	0.21000000000000002
16	0.21000000000000002
17	0.21000000000000002
18	0.21000000000000002
19	0.21000000000000002
20	0.21000000000000002
21	0.21000000000000002
22	0.21000000000000002
23	0.21000000000000002
24	0.21000000000000002
25	0.21000000000000002
26	0.21000000000000002
27	0.21000000000000002
28	0.21000000000000002
29	0.21000000000000002
30	0.21000000000000002
31	0.21000000000000002
32	0.21000000000000002
33	0.21000000000000002
34	0.21000000000000002
35	0.21000000000000002
36	0.21000000000000002
37	0.21000000000000002
38	0.21000000000000002
39	0.21000000000000002
40	0.21000000000000002
41	0.21000000000000002
42	0.21000000000000002
43	0.21000000000000002
44	0.21000000000000002
45	0.21000000000000002
46	0.21000000000000002
47	0.21000000000000002
48	0.21000000000000002
49	0.21000000000000002
50	0.21000000000000002
51	0.21000000000000002
52	0.21000000000000002
53	0.21000000000000002
54	0.21000000000000002
55	0.21000000000000002
56	0.21000000000000002
57	0.21000000000000002
58	0.21000000000000002
59	0.21000000000000002
60	0.21000000000000002
61	0.21000000000000002
62	0.21000000000000002
63	0.21000000000000002
64	0.21000000000000002
65	0.21000000000000002
66	0.21000000000000002
67	0.21000000000000002
68	0.21000000000000002
69	0.21000000000000002
70	0.21000000000000002
71	0.21000000000000002
72	0.21000000000000002
73	0.21000000000000002
74	0.21000000000000002
75	0.21000000000000002
76	0.21000000000000002
77	0.21000000000000002
78	0.21000000000000002
79	0.21000000000000002
80	0.21000000000000002
81	0.21000000000000002
82	0.21000000000000002
83	0.21000000000000002
84	0.21000000000000002
85	0.21000000000000002
86	0.21000000000000002
87	0.21000000000000002
88	0.21000000000000002
89	0.21000000000000002
90	0.21000000000000002
91	0.21000000000000002
92	0.21000000000000002
93	0.21000000000000002
94	0.21000000000000002
95	0.21000000000000002
96	0.21000000000000002
97	0.21000000000000002
98	0.21000000000000002
99	0.21000000000000002
100	0.21000000000000002
101	0.21000000000000002
102	0.21000000000000002
103	0.21000000000000002
104	0.21000000000000002
105	0.21000000000000002
106	0.21000000000000002
107	0.21000000000000002
108	0.21000000000000002
109	0.21000000000000002
110	0.21000000000000002
111	0.21000000000000002
112	0.21000000000000002
113	0.21000000000000002
114	0.21000000000000002
115	0.21000000000000002
116	0.21000000000000002
117	0.21000000000000002
118	0.21000000000000002
119	0.21000000000000002
120	0.21000000000000002
121	0.1995
122	0.1995
123	0.1995
124	0.1995
125	0.1995
126	0.1995
127	0.1995
128	0.1995
129	0.1995
130	0.1995
131	0.1995
132	0.1995
133	0.1995
134	0.1995
135	0.1995
136	0.1995
137	0.1995
138	0.1995
139	0.1995
140	0.1995
141	0.1995
142	0.1995
143	0.1995
144	0.1995
145	0.1995
146	0.1995
147	0.1995
148	0.1995
149	0.1995
150	0.1995
151	0.1995
152	0.1995
153	0.1995
154	0.1995
155	0.1995
156	0.1995
157	0.1995
158	0.1995
159	0.1995
160	0.1995
161	0.1995
162	0.1995
163	0.1995
164	0.1995
165	0.1995
166	0.1995
167	0.1995
168	0.1995
169	0.1995
170	0.1995
171	0.1995
172	0.1995
173	0.1995
174	0.1995
175	0.1995
176	0.1995
177	0.1995
178	0.1995
179	0.1995
180	0.1995
181	0.1995
182	0.1995
183	0.1995
184	0.1995
185	0.1995
186	0.1995
187	0.1995
188	0.1995
189	0.1995
190	0.1995
191	0.1995
192	0.1995
193	0.1995
194	0.1995
195	0.1995
196	0.1995
197	0.1995
198	0.1995
199	0.1995
200	0.1995
201	0.1995
202	0.1995
203	0.1995
204	0.1995
205	0.1995
206	0.1995
207	0.1995
208	0.1995
209	0.1995
210	0.1995
211	0.1995
212	0.1995
213	0.1995
214	0.1995
215	0.1995
216	0.1995
217	0.1995
218	0.1995
219	0.1995
220	0.1995
221	0.1995
222	0.1995
223	0.1995
224	0.1995
225	0.1995
226	0.1995
227	0.1995
228	0.1995
229	0.1995
230	0.1995
231	0.1995
232	0.1995
233	0.1995
234	0.1995
235	0.1995
236	0.1995
237	0.1995
238	0.1995
239	0.1995
240	0.1995
241	0.1995
242	0.1995
243	0.1995
244	0.1995
245	0.1995
246	0.1995
247	0.1995
248	0.1995
249	0.1995
250	0.1995
251	0.1995
252	0.1995
253	0.1995
254	0.1995
255	0.1995
256	0.1995
257	0.1995
258	0.1995
259	0.1995
260	0.1995
261	0.1995
262	0.1995
263	0.1995
264	0.1995
265	0.1995
266	0.1995
267	0.1995
268	0.1995
269	0.1995
270	0.1995
271	0.1995
272	0.1995
273	0.1995
274	0.1995
275	0.1995
276	0.1995
277	0.1995
278	0.1995
279	0.1995
280	0.1995
281	0.1995
282	0.1995
283	0.1995
284	0.1995
285	0.1995
286	0.1995
287	0.1995
288	0.1995
289	0.1995
290	0.1995
291	0.1995
292	0.1995
293	0.1995
294	0.1995
295	0.1995
296	0.1995
297	0.1995
298	0.1995
299	0.1995
300	0.1995
301	0.1995
302	0.1995
303	0.1995
304	0.1995
