iteration 	 stepSize
0	0.2
1	0.21000000000000002
2	0.21000000000000002
3	0.21000000000000002
4	0.21000000000000002
5	0.21000000000000002
6	0.1995
7	0.1995
8	0.189525
9	0.18004874999999998
10	0.17104631249999996
11	0.16249399687499996
12	0.15436929703124996
13	0.14665083217968747
14	0.13931829057070308
15	0.13235237604216793
16	0.12573475724005953
17	0.11944801937805655
18	0.11347561840915371
19	0.10780183748869603
20	0.10780183748869603
21	0.10241174561426122
22	0.09729115833354816
23	0.09242660041687076
24	0.08780527039602722
25	0.08341500687622586
26	0.07924425653241456
27	0.07528204370579382
28	0.07528204370579382
29	0.07528204370579382
30	0.07528204370579382
31	0.07528204370579382
32	0.07528204370579382
33	0.07528204370579382
34	0.07528204370579382
35	0.07528204370579382
36	0.07528204370579382
37	0.07528204370579382
38	0.07528204370579382
39	0.07528204370579382
40	0.07528204370579382
41	0.07528204370579382
42	0.07528204370579382
43	0.07528204370579382
44	0.07528204370579382
45	0.07528204370579382
46	0.07528204370579382
47	0.07151794152050413
48	0.07151794152050413
49	0.06794204444447892
50	0.06454494222225497
51	0.06131769511114222
52	0.058251810355585104
53	0.05533921983780585
54	0.05257225884591555
55	0.04994364590361977
56	0.04744646360843878
57	0.045074140428016836
58	0.04282043340661599
59	0.040679411736285184
60	0.038645441149470924
61	0.03671316909199738
62	0.03487751063739751
63	0.03313363510552763
64	0.03147695335025125
65	0.029903105682738684
66	0.02840795039860175
67	0.02698755287867166
68	0.025638175234738075
69	0.02435626647300117
70	0.02313845314935111
71	0.021981530491883554
72	0.020882453967289376
73	0.019838331268924907
74	0.01884641470547866
75	0.017904093970204725
76	0.01700888927169449
77	0.016158444808109764
78	0.015350522567704274
79	0.01458299643931906
80	0.013853846617353106
81	0.01316115428648545
82	0.012503096572161176
83	0.011877941743553116
84	0.01128404465637546
85	0.010719842423556687
86	0.010183850302378852
87	0.00967465778725991
88	0.009190924897896914
89	0.008731378653002069
90	0.008294809720351966
