iteration 	 pChnage
0	Infinity
1	0.1679618798541766
2	0.1914814510361842
3	0.16757847125785702
4	0.11727192514332099
5	0.1122757625293719
6	0.09290467368834021
7	0.07679358942107885
8	0.06347976904121906
9	0.05706528640960755
10	0.05043736505815495
11	0.03885456212288396
12	0.018640354080515124
13	0.030537632610750154
14	0.024287804623777148
15	0.020432427798394923
16	0.024586273816988285
17	0.0238971173452683
18	0.0189965421132613
19	0.015359100424815702
20	0.012130001660846207
21	0.013887567033970356
22	0.01136417927658328
23	0.008841660140666325
24	0.006901806050290328
25	0.009272873668918635
26	0.007539404405287385
27	0.006277264345049166
28	0.00710829930761723
29	0.005456289490901829
30	0.004573407272709817
31	0.004435159237485605
32	0.005086987099682399
33	0.003914131931314633
34	0.004359409670994406
35	0.0032970942206604096
36	0.00385195918057115
37	0.0029237921426835747
38	0.0034173802035823604
39	0.0030886245239378878
40	0.002480211165145632
41	0.0022638747479490373
42	0.002107000642932954
43	0.001932023953940238
44	0.0018965384296519272
45	0.0017430866309195206
46	0.001627604598402106
47	0.0015014014428189986
48	0.001710187852056336
49	0.0013676057839484754
50	0.0013399511612490673
51	0.0012475137107011529
52	0.0013512316172917074
53	0.0010803633526065392
54	0.001009209575324852
55	9.435767102188226E-4
56	0.001031517881351101
57	8.240277442322857E-4
58	7.724080733160749E-4
59	7.245217496358543E-4
60	7.982873278617586E-4
61	6.368721833870814E-4
62	5.985739544086222E-4
63	6.622171303876115E-4
64	5.282806530053549E-4
65	4.973307985387032E-4
66	5.522030294456168E-4
67	4.404068920031253E-4
68	4.151759436625383E-4
69	4.624503840778698E-4
70	3.6869786204581117E-4
71	3.479768308984467E-4
72	3.886763860859609E-4
73	3.0976110263143035E-4
74	3.462972504032537E-4
75	2.7613050724650427E-4
76	2.610156727455501E-4
77	2.924530446433281E-4
78	2.330987520692355E-4
79	2.2050140396629426E-4
80	2.4753566005625207E-4
81	1.9722062016249654E-4
82	2.2153740494103318E-4
83	1.7655747896495338E-4
84	1.671815554893825E-4
85	1.880808305459263E-4
86	1.4984145843109604E-4
87	1.6865569509501782E-4
88	1.3439262831618093E-4
89	1.2735207873237688E-4
90	1.435141295672318E-4
91	1.1432471976259707E-4
92	1.288832346664776E-4
93	1.0268425859108703E-4
94	9.736114644423733E-5
95	1.098622494668727E-4
96	8.750834789310674E-5
97	9.87742463825316E-5
98	7.868457138045454E-5
99	8.883895405179901E-5
100	7.077637821536746E-5
101	6.714707509408431E-5
102	7.586276661839293E-5
103	6.042738682019398E-5
104	6.828553575063888E-5
105	5.439545702119592E-5
106	5.162199625042226E-5
107	5.836514116190011E-5
108	4.6486187881770886E-5
109	5.256726180476059E-5
110	4.1870405671650356E-5
111	4.735485002252645E-5
112	3.7720305435403855E-5
113	3.5808357456292776E-5
114	4.051343615135317E-5
115	3.22673983518643E-5
116	3.651151191457872E-5
117	2.9080972704119758E-5
118	2.761147231918546E-5
119	3.1251980664991645E-5
120	2.4889757593783058E-5
121	2.8173991889127094E-5
122	2.2438937385720306E-5
123	2.540188518603507E-5
124	2.0231564259478443E-5
125	1.921248927004835E-5
126	2.1753687324491813E-5
127	1.7324903834482083E-5
128	1.9617693732150778E-5
129	1.5624035769640205E-5
130	1.769275800740916E-5
131	1.409118006282512E-5
132	1.3382978146460474E-5
133	1.5157060834428736E-5
134	1.2071153201083564E-5
135	1.3671951586844883E-5
136	1.088853107805211E-5
137	1.2332998700815782E-5
138	9.822272244216347E-6
139	9.329386507398691E-6
140	1.056803849339067E-5
141	8.4163726526996E-6
142	9.534104799843148E-6
143	7.593009539218436E-6
144	8.601639790165758E-6
145	6.850438622499032E-6
146	6.507053975319592E-6
147	7.371926850480178E-6
148	5.870961324552565E-6
149	6.651435497086629E-6
150	5.2971951742645135E-6
151	5.03181933248139E-6
152	5.701037370120714E-6
153	4.540226884006871E-6
154	5.144152123132282E-6
155	4.0967485792034084E-6
156	4.641755268034633E-6
157	3.696659119982545E-6
158	3.5115747198403705E-6
159	3.9788786334181565E-6
160	3.16871375792387E-6
161	3.59043408991018E-6
162	2.859371304980598E-6
163	3.2399564440500883E-6
164	2.5802626719606386E-6
165	2.923726545977338E-6
166	2.328426518035415E-6
167	2.211905396562336E-6
168	2.506394193739468E-6
169	1.996053132343393E-6
170	2.261820763360496E-6
171	1.8012820032464727E-6
172	1.7111581697392414E-6
173	1.9390275531658887E-6
174	1.5442056278673613E-6
175	1.7498526531350531E-6
176	1.3935522292634896E-6
177	1.5791445222531453E-6
178	1.25760485947845E-6
179	1.1946954953923557E-6
180	1.3538210347452597E-6
181	1.0781568029861176E-6
182	1.221765119465189E-6
183	9.72991001856984E-7
184	1.102595485605762E-6
185	8.7808731093747E-7
186	8.341687469054319E-7
187	9.452900239743581E-7
188	7.528100474797183E-7
189	8.530957895444081E-7
190	6.793888762815751E-7
191	7.698957727445308E-7
192	6.131303864825116E-7
193	6.948120577808619E-7
194	5.533354527053645E-7
195	5.256630413265105E-7
196	5.956955130472879E-7
197	4.744000739028205E-7
198	5.376038989155678E-7
199	4.2813725330050845E-7
200	4.067270147092358E-7
201	4.6091678265244407E-7
202	3.670646523090297E-7
203	4.159706301010179E-7
204	3.3127057209376674E-7
205	3.7540798268692465E-7
206	2.9896739358367987E-7
207	2.840173776813822E-7
208	3.218598795306921E-7
209	2.563225241763553E-7
210	2.9047524176787416E-7
211	2.3132850502130547E-7
212	2.621512183020916E-7
213	2.087718799407588E-7
214	1.9833248318673462E-7
215	2.2475919941296185E-7
216	1.7899352548338137E-7
217	2.0284356850544844E-7
218	1.615404019603818E-7
219	1.8306501003423664E-7
220	1.4578919076861346E-7
221	1.3849933972276873E-7
222	1.5695404563640753E-7
223	1.2499490283086584E-7
224	1.4165024155247954E-7
225	1.1280728785224388E-7
226	1.278387038551799E-7
227	1.0180807890564082E-7
228	1.1537390971759952E-7
229	9.188138527457814E-8
230	8.728716049052745E-8
231	9.891818262077994E-8
232	7.877636394796082E-8
233	8.927334810412044E-8
234	7.109542544536817E-8
235	6.754056099554808E-8
236	7.65404235520391E-8
237	6.095517769653332E-8
238	6.907754567809295E-8
239	5.501190232488599E-8
240	6.234233299542518E-8
241	4.9648123335117725E-8
242	5.62638317541556E-8
243	4.4807334779964666E-8
244	4.2566931064782444E-8
245	4.82390782352463E-8
246	3.841658425731175E-8
247	4.353569401506497E-8
248	3.467090950585852E-8
249	3.293734192889709E-8
250	3.7326341108750374E-8
251	2.9725908589014725E-8
252	3.368697851014211E-8
253	2.6827597894756187E-8
254	3.0402461943377434E-8
255	2.4211878889071926E-8
256	2.300127411859754E-8
257	2.6066274491001443E-8
258	2.075862918560058E-8
259	2.3524791098129985E-8
260	1.873464600350705E-8
261	2.1231106336698353E-8
262	1.690800421121075E-8
263	1.6062598752632684E-8
264	1.8203002071271213E-8
265	1.449648532026048E-8
266	1.642819881791781E-8
267	1.3083069692418661E-8
268	1.4826440849182973E-8
269	1.1807463710005062E-8
270	1.3380855836982641E-8
271	1.0656230533340196E-8
272	1.012341693816224E-8
273	1.1472404254500275E-8
274	9.136379746218136E-9
275	1.0353840641530135E-8
276	8.245579467721581E-9
277	7.83329928679472E-9
278	8.877119868516077E-9
279	7.069550180797506E-9
280	8.011598264904335E-9
281	6.380267081920128E-9
282	7.230465323993889E-9
283	5.7581894534012684E-9
284	5.470279377897064E-9
285	6.199218145253348E-9
286	4.936925945648997E-9
287	5.594793199509904E-9
288	4.455574684997552E-9
289	5.049299835720321E-9
290	4.021155427554201E-9
291	3.820097350132643E-9
292	4.329142436880639E-9
293	3.447637288677635E-9
294	3.907050422381302E-9
295	3.1114921666747856E-9
296	3.526112574731012E-9
297	2.808121324687157E-9
298	3.1823161854571688E-9
299	2.5343291895120935E-9
300	2.4076126140973634E-9
301	2.7284379433833996E-9
302	2.172870187703662E-9
