ODtype	Origin	Destination	Demand	Cost
Regular	1	2	100.0	6.005904477885078
Regular	1	3	100.0	4.028425870147821
Regular	1	4	500.0	8.293530092965224
Regular	1	5	200.0	10.705494760734346
Regular	1	6	300.0	14.287898685954433
Regular	1	7	500.0	120.85349425174275
Regular	1	8	800.0	49.915359359195214
Regular	1	9	500.0	96.72097741609241
Regular	1	10	1300.0	103.03149330196779
Regular	1	11	500.0	17.06037696840441
Regular	1	12	200.0	8.05900645828731
Regular	1	13	500.0	11.094995206961142
Regular	1	14	300.0	112.76938041495964
Regular	1	15	500.0	123.05527636368161
Regular	1	16	500.0	126.21163923246459
Regular	1	17	400.0	121.18584470574821
Regular	1	18	100.0	122.93543481261753
Regular	1	19	300.0	127.79297861601584
Regular	1	20	300.0	127.13295506596289
Regular	1	21	100.0	124.35452922832583
Regular	1	22	400.0	129.3829391068795
Regular	1	23	300.0	116.14190290418948
Regular	1	24	100.0	113.32792408145295
Regular	2	1	100.0	6.005892224993113
Regular	2	3	100.0	10.034318095140932
Regular	2	4	200.0	14.29942231795834
Regular	2	5	100.0	16.711386985727465
Regular	2	6	400.0	8.281994208069355
Regular	2	7	200.0	114.8475897738575
Regular	2	8	400.0	43.90945488131018
Regular	2	9	200.0	102.72686964108553
Regular	2	10	600.0	109.03738552696093
Regular	2	11	200.0	23.066269193397517
Regular	2	12	100.0	14.064898683280422
Regular	2	13	300.0	17.10088743195426
Regular	2	14	100.0	118.77527263995283
Regular	2	15	100.0	129.0611685886745
Regular	2	16	400.0	120.20227067046366
Regular	2	17	200.0	130.78820085618608
Regular	2	19	100.0	132.34776383824408
Regular	2	20	100.0	121.12705058807789
Regular	2	22	100.0	128.8803988099951
Regular	3	1	100.0	4.028465745486056
Regular	3	2	100.0	10.034370223371134
Regular	3	4	200.0	4.265104222817404
Regular	3	5	100.0	6.677068890586525
Regular	3	6	300.0	18.316580898745176
Regular	3	7	100.0	124.88275146740494
Regular	3	8	200.0	53.94461657485846
Regular	3	9	100.0	92.69255154594458
Regular	3	10	300.0	99.00306743181996
Regular	3	11	300.0	13.031951098256588
Regular	3	12	200.0	4.03058058813949
Regular	3	13	100.0	7.066569336813328
Regular	3	14	100.0	108.74095454481188
