Origin	Destination	Demand	Cost
1	2	100.0	6.000816113859152
1	3	100.0	4.00869026144094
1	4	500.0	8.278106660519017
1	5	200.0	10.593494031166234
1	6	300.0	12.574428100574547
1	7	500.0	32.765688371035715
1	8	800.0	27.264658436527984
1	9	500.0	20.245253581066798
1	10	1300.0	25.928159629494488
1	11	500.0	15.411407140698927
1	12	200.0	8.028869714479457
1	13	500.0	11.051665831957546
1	14	300.0	29.104052475241268
1	15	500.0	39.65170211768417
1	16	500.0	37.99387856140857
1	17	400.0	42.2361767802351
1	18	100.0	34.82795264343485
1	19	300.0	43.97795927155782
1	20	300.0	39.0874411037748
1	21	100.0	40.462875688916796
1	22	400.0	44.67574640512623
1	23	300.0	32.43293074627165
1	24	100.0	28.710374208935296
2	1	100.0	6.000834038715446
2	3	100.0	10.009524300156386
2	4	200.0	14.27894069923447
2	5	100.0	16.594255724265594
2	6	400.0	6.573611986715394
2	7	200.0	26.764872257176524
2	8	400.0	21.26384232266879
2	9	200.0	26.246013853404484
2	10	600.0	31.928922406310207
2	11	200.0	21.41224117941438
2	12	100.0	14.029703753194903
2	13	300.0	17.052499870672992
2	14	100.0	35.104886513956664
2	15	100.0	45.65253615639959
2	16	400.0	31.993063130101095
2	17	200.0	41.492233193753975
2	19	100.0	42.599729545399285
2	20	100.0	33.086624989915656
2	22	100.0	40.79975499022085
3	1	100.0	4.0085859321158095
3	2	100.0	10.009402045974962
3	4	200.0	4.269416399078077
3	5	100.0	6.584803769725294
3	6	300.0	16.583010818765928
3	7	100.0	36.7742941670326
3	8	200.0	31.273305080269562
3	9	100.0	16.23656331962586
3	10	300.0	21.91946936805357
3	11	300.0	11.402716879257987
3	12	200.0	4.0201794530385175
3	13	100.0	7.042975570516607
3	14	100.0	25.095362213800296
3	15	100.0	35.6430118562432
3	16	200.0	42.00254712771704
3	17	100.0	38.227486518794144
3	22	100.0	40.667050366823304
3	23	100.0	28.42424048483071
4	1	500.0	8.2798512171018
4	2	200.0	14.280667330960958
4	3	200.0	4.271265284985992
4	5	500.0	2.315387370647217
4	6	400.0	12.313589874789328
4	7	400.0	32.504911907705406
4	8	700.0	27.003848709801048
4	9	700.0	11.96714692054778
4	10	1200.0	17.650052968975494
4	11	1400.0	7.13330048017991
4	12	600.0	8.29144473802451
4	13	600.0	11.314240855502598
4	14	500.0	20.825945814722246
4	15	500.0	31.373595457165127
4	16	800.0	37.733051030295655
4	17	500.0	33.958070119716055
4	18	100.0	34.567205016585135
4	19	200.0	35.69985261103876
4	20	300.0	38.826693476925115
4	21	200.0	40.725450712461864
4	22	400.0	40.46122088499977
4	23	500.0	29.904951098091704
4	24	200.0	28.972949232480346
