Origin	Destination	Demand	Cost
1	64	1.93676	25.207588725766023
1	65	1.93676	23.524324006624134
1	2	63.802849	7.962390391796383
1	66	1.93676	25.292332259831237
1	3	471.81948	4.779925189328005
1	67	1.948398	21.925087041274573
1	69	1.965538	23.26100695848536
1	7	918.488499	4.456426620647507
1	21	28.772957	14.524250345147246
1	22	31.681824	12.414840325956218
1	29	29.681628	14.566162334739898
1	30	8.606275	17.11377079904097
1	31	8.606275	17.772013275093055
1	32	8.606275	19.080607884808817
1	33	8.606275	20.827378317511048
1	36	11.722161	25.52690743645107
1	37	20.428002	19.9650622631493
1	38	20.428002	18.907462846459428
1	39	20.428002	17.928001645585084
1	40	20.428002	17.525732273231714
1	42	23.394305	20.655097414911687
1	48	14.575279	23.957657822122552
1	49	8.505481	27.95721687648916
1	50	9.077854	31.70146537295176
1	51	9.077854	35.46002006383004
1	52	4.484028	31.21646620903373
1	53	4.452338	28.225006317870694
1	54	1.875118	26.052041984234492
1	59	2.02354	19.779515657600452
1	60	2.02354	19.39806859393962
1	61	1.880171	32.40166283268263
1	62	1.93676	24.13938474072453
1	63	1.93676	22.974446293811987
2	16	90.951624	9.818532822436989
2	1	44.610847	8.006594011234984
2	17	90.951624	10.244335888229207
2	18	90.951624	11.511879136494159
2	3	118.65221	3.200435207836015
2	6	381.411877	5.391260128571796
2	10	167.195351	8.48968021285015
2	13	104.283571	11.05568308451622
2	14	104.283571	12.355952775010897
3	1	67.639683	4.8061588033989695
3	2	72.07049	3.1824652024683773
3	12	134.776233	15.752117894707954
6	1	56.935997	6.965635386563427
6	2	320.643351	5.3419417856328355
6	3	329.230351	2.1594765831644582
6	37	30.94704	12.994312153085536
6	38	30.94704	11.936712736395659
6	39	30.94704	10.957251535521312
6	40	30.94704	10.554982163167944
6	10	957.700233	3.0984200842783536
6	42	32.851189	13.6843473048479
6	13	136.941407	5.664422955944424
6	14	136.941407	6.964692646439101
6	16	181.417875	4.427272693865192
6	48	20.758405	16.986907712058763
6	17	181.417875	4.853075759657411
6	49	10.05071	20.986466766425334
6	18	181.417875	6.120619007922362
6	50	11.007453	24.730715262887955
6	51	11.007453	28.48926995376619
6	52	4.830574	24.245734583077667
6	21	54.322955	7.553500235083442
6	53	4.854254	21.25425620780691
6	22	64.777032	5.444090215892451
6	29	60.697739	7.5954122246761235
7	1	724.768919	4.378100801496034
10	1	4.448323	9.971094846191225
10	2	465.677208	8.347401245260631
10	3	4.605681	5.164936042792254
10	37	15.86574	10.075492298982905
10	6	190.63577	3.005459459627796
10	38	15.86574	11.075869687420354
10	39	15.86574	11.641619842661372
10	40	15.86574	11.239350470308004
10	42	17.17806	12.823504255872596
10	13	4.525612	8.669882415572221
10	14	4.525612	7.649060953579162
10	48	12.195396	17.671276019198814
10	49	7.651356	21.670835073565385
10	50	8.154251	25.41508357002804
10	51	8.154251	29.173638260906344
10	52	4.284714	24.930056705715
10	53	4.26372	21.938624514946984
10	22	21.565511	6.128458523032511
10	29	20.731984	8.279780531816183
12	1	35.255907	10.937236524940888
12	3	123.040888	14.600352681626521
12	55	146.285293	32.0564772515804
12	56	146.285293	31.644015324774315
13	64	2.007117	23.82822798391513
13	65	2.007117	22.144963264773242
13	66	2.007117	23.912971517980345
13	3	86.78809	7.75086595137734
13	67	2.01248	20.545726299423674
13	69	9.568677	21.881646216634465
13	20	29.539054	12.027796733519185
13	21	46.76841	8.45460137256126
13	22	51.400936	6.345191349376707
13	29	54.525265	8.496513358160364
13	30	10.879468	15.734410057190068
13	31	10.879468	16.392652533242153
13	32	10.879468	16.724842126727953
13	33	10.879468	14.757729340931474
13	37	30.048272	13.8954132865698
13	38	30.048272	12.837813869879927
13	39	30.048272	11.858352669005578
13	40	30.048272	11.45608329665221
13	42	32.076354	14.58544843833213
13	48	18.612489	17.888008845543
13	49	9.839607	21.887567899909556
13	50	10.662938	25.63181639637223
13	51	10.662938	29.3903710872505
13	52	4.778146	25.146789532059156
13	53	4.783582	22.155357341291182
13	54	1.950833	19.98239300765498
13	59	2.034743	18.40015491574955
13	60	2.034743	18.018707852088713
13	61	2.019167	31.022302090831747
13	62	2.007117	22.76002399887364
13	63	2.007117	21.595085551961095
14	64	2.007117	21.94982397697878
14	65	2.007117	20.266558243980217
14	66	2.007117	22.03456649718732
14	3	86.78809	8.943664811258872
14	67	2.01248	18.667321278630638
