ODtype	Origin	Destination	Demand	Cost
Regular	1	2	100.0	6.041567518636034
Regular	1	3	100.0	4.125032431752361
Regular	1	4	500.0	8.402782340057058
Regular	1	5	200.0	11.212824398469769
Regular	1	6	300.0	30.152027093881976
Regular	1	7	500.0	88261.3526262389
Regular	1	8	800.0	206.4317237455055
Regular	1	9	500.0	88313.03946066194
Regular	1	10	1300.0	88319.9320948352
Regular	1	11	500.0	28.46331370051167
Regular	1	12	200.0	8.19866599811768
Regular	1	13	500.0	11.300373230312765
Regular	1	14	300.0	88386.55446826085
Regular	1	15	500.0	88353.87661170968
Regular	1	16	500.0	88364.11968521982
Regular	1	17	400.0	88309.41297127782
Regular	1	18	100.0	88231.9371386286
Regular	1	19	300.0	88251.31698220107
Regular	1	20	300.0	88236.77642441308
Regular	1	21	100.0	88292.60597034852
Regular	1	22	400.0	88368.82105850488
Regular	1	23	300.0	88395.67936514477
Regular	1	24	100.0	88396.98363750588
Regular	2	1	100.0	6.039347260288223
Regular	2	3	100.0	10.164379692040583
Regular	2	4	200.0	14.442129600345286
Regular	2	5	100.0	17.252171658757998
Regular	2	6	400.0	24.110459575245944
Regular	2	7	200.0	88223.55159957339
Regular	2	8	400.0	200.3901562268692
Regular	2	9	200.0	88319.0788079222
Regular	2	10	600.0	88325.9714420956
Regular	2	11	200.0	34.5026609607999
Regular	2	12	100.0	14.238013258405902
Regular	2	13	300.0	17.339720490600993
Regular	2	14	100.0	88392.59381552102
Regular	2	15	100.0	88359.91595896997
Regular	2	16	400.0	88230.07925950868
Regular	2	17	200.0	88244.7934244556
Regular	2	19	100.0	88245.27541468246
Regular	2	20	100.0	88263.36295398665
Regular	2	22	100.0	88374.86040576518
Regular	3	1	100.0	4.130289332424039
Regular	3	2	100.0	10.171856851060074
Regular	3	4	200.0	4.277749908304696
Regular	3	5	100.0	7.087791966717405
Regular	3	6	300.0	34.281390703273885
Regular	3	7	100.0	88233.72253070147
Regular	3	8	200.0	210.56108735489747
Regular	3	9	100.0	88308.91442823016
Regular	3	10	300.0	88315.80706240334
Regular	3	11	300.0	24.338281268759303
Regular	3	12	200.0	4.073633566365318
Regular	3	13	100.0	7.175340798560412
Regular	3	14	100.0	88382.42943582895
Regular	3	15	100.0	88349.75157927786
