iteration 	 master_gap 	subnet_0_gap 	subnet_1_gap 	full_gap
0	1.7574908270923117E-6	0.00751475338961094	0.008084979697008277	0.04166658464497819
1	1.4205537302025562E-8	9.358171535762683E-4	0.0012389245487444134	0.01970647356242916
2	1.4103848422486465E-8	8.925707436913122E-5	1.795781837721222E-5	0.00872523181275875
3	1.493349355286E-8	9.556696381696206E-6	8.691849851416578E-6	0.004606314508922238
4	1.4611480692039436E-8	8.97047613523938E-7	9.365349953327495E-7	0.0032034885995211315
5	1.4791830982296972E-8	9.615257312578507E-8	9.534647338327318E-8	0.0024574423477398133
6	1.3487737371420394E-8	3.927244551782394E-8	3.795841119202947E-8	0.001875971143362798
7	1.3564528611453852E-8	3.957237337814945E-8	3.398862491454935E-8	0.0014639740977350213
8	1.3083200745001022E-8	3.879267085338256E-8	3.3086917095026536E-8	0.0011704293530750975
9	1.6130533797564794E-8	3.5901427941631425E-8	2.829660927794464E-8	9.515007123561681E-4
10	1.371754398959979E-8	3.81215070621721E-8	2.9937895051901364E-8	8.462646479249214E-4
11	1.6141357694898772E-8	3.961119543482994E-8	2.8405742424908453E-8	7.686250703892172E-4
12	1.4258148217649591E-8	4.367341699396121E-8	2.9080900909583818E-8	6.965659502585764E-4
13	1.4027998429533284E-8	3.7682765352542447E-8	3.007075333183451E-8	6.295274018122132E-4
14	1.4611897136695973E-8	3.533882153572421E-8	2.9124325284790586E-8	5.675403039677729E-4
15	1.3471895043970505E-8	3.52133813219524E-8	2.8535571350296607E-8	5.131912252633875E-4
16	1.464753662805407E-8	3.5734891490335485E-8	2.7746912767412368E-8	4.657669854013502E-4
17	1.4381187796175254E-8	3.506678469822333E-8	2.7346578002074295E-8	4.21468086600818E-4
18	1.5030239608471163E-8	3.623896804860749E-8	2.9740567120128958E-8	3.81582533545588E-4
19	1.5109711259952974E-8	3.509202595175509E-8	2.9668371093194423E-8	3.443939339424773E-4
20	1.3909137175360797E-8	3.6150133886359015E-8	2.886299255155933E-8	3.1017434721625214E-4
21	1.453937659157134E-8	3.676081861136993E-8	2.847684743567669E-8	2.7864528504484287E-4
22	1.3521122443904687E-8	3.475734977609335E-8	2.7756156040226188E-8	2.5019575915907755E-4
23	1.4006867998794803E-8	3.4815712424141054E-8	2.7350873677001175E-8	2.2384991299928547E-4
24	1.4975757856028338E-8	3.623444966294187E-8	2.9515461741347337E-8	1.9982012743147148E-4
25	1.4689097382891703E-8	3.362954226204806E-8	3.05765019970039E-8	1.7792014653472688E-4
26	1.4063361697402854E-8	3.3176636993204056E-8	2.962085321467356E-8	1.5788034322816724E-4
27	1.469251198482624E-8	3.5928805264262564E-8	2.9741250018311405E-8	1.3951993187732992E-4
28	1.6101040167804115E-8	3.541780946303419E-8	2.930154652247552E-8	1.228088768157054E-4
29	1.529495463614694E-8	3.421911209944284E-8	2.893234807288536E-8	1.162318382952332E-4
30	1.3839318580011195E-8	3.418541616451165E-8	2.96875356520232E-8	1.1008130904188729E-4
31	1.4940266912510936E-8	3.676994941859135E-8	3.033379392114455E-8	1.0432283208527959E-4
32	1.4117502278310212E-8	3.535686965427942E-8	2.9088484509998125E-8	9.892984815407235E-5
