origin 	 dest 	 flow 	 cost
350	349	49.104	0.3333359537637586
445	188	304.76399999999995	5.7411766141683795
60	267	28.389	0.0
921	430	548.2038035895326	2.005444439882548
855	845	0.0	3.0
423	422	874.0649999999995	3.3649864824658255
508	73	325.212	0.0
277	276	407.4120000000003	3.1259756139464536
848	562	0.0	6.0
876	875	235.60499999999988	6.697976543537496
17	471	230.93399999999997	0.0
223	679	411.37725963783777	9.341389620694969
575	582	180.22142905731567	19.333947734349476
702	703	362.706	1.0263784286796962
616	619	61.907999999999994	1.6667043134919841
312	94	0.0	0.0
659	907	830.2169999999988	1.6795489971605673
305	753	243.45599999999996	6.702363090491326
631	635	348.699	1.6670678847344034
249	250	337.5930000000001	7.001479243420975
20	335	61.209	0.0
735	24	0.0	0.0
584	174	361.7640000000001	19.67681983166057
5	893	113.82600000000001	0.0
52	248	0.0	0.0
688	464	315.0543728960182	1.4346951174070743
776	102	0.0	5.333333
949	948	265.02000000000015	5.709273146173533
74	342	81.95400000000002	0.0
657	656	5.079000000000001	4.000000020538458
265	288	475.22400000000005	9.681527220486052
365	364	266.0010000000001	7.725168855349837
225	274	216.8250000000001	1.672281566356497
338	74	42.788999999999994	0.0
498	500	187.0049999999999	3.0000596900583565
603	76	73.683	0.0
638	631	348.699	11.671865818345749
871	802	185.9459999999999	15.361272195168072
308	84	0.0	0.0
314	468	360.49699037413086	1.7095697738479672
601	603	81.648	0.6667121565884969
642	640	14.351999999999999	14.333333018329554
305	303	399.1129903741304	11.34200054562914
19	804	0.0	0.0
368	311	704.6770582690325	15.394845725884654
652	664	308.09700000000026	0.6668480563951842
861	860	197.88724952155064	18.334180359511652
284	355	233.928	9.710787004849355
702	825	261.0479999999997	8.056624115377195
294	297	211.62599999999998	4.012228298928159
61	700	0.0	0.0
324	328	319.29225963783773	10.336570047109436
584	50	87.798	0.0
489	498	0.0	13.0
761	4	60.80100000000001	0.0
491	339	34.517999999999994	13.333361850356605
698	447	206.2436271039816	8.022061858786179
807	565	159.723	5.338623521674953
926	709	344.6490000000002	5.002126342053047
934	933	0.0	14.0
35	597	52.268999999999984	0.0
36	497	0.0	0.0
897	742	419.6519999999998	8.727251055798503
380	790	510.8020096258692	9.018467492506664
210	218	101.403	1.000161151063993
174	132	692.1089999999991	1.6728887806800903
301	293	372.0300000000001	7.002181613254496
547	146	0.0	4.666667
863	46	0.0	0.0
17	472	0.0	0.0
152	161	537.3899999999996	8.344639935993023
431	441	0.0	3.666667
74	957	0.0	0.0
637	34	76.37100000000001	0.0
18	454	369.55800000000005	0.0
801	796	629.2279903741309	4.688716257975292
264	61	145.035	0.0
