ODtype	Origin	Destination	Demand	Cost
Regular	1	2	100.0	6.015015587686352
Regular	1	3	100.0	4.008699379949685
Regular	1	4	500.0	8.170144290225245
Regular	1	5	200.0	10.526055819996914
Regular	1	6	300.0	20.051512150478114
Regular	1	7	500.0	109.45692820941758
Regular	1	8	800.0	101.99037996261114
Regular	1	9	500.0	17.190293575480638
Regular	1	10	1300.0	23.597805940431527
Regular	1	11	500.0	15.39316884541938
Regular	1	12	200.0	8.031131188930331
Regular	1	13	500.0	11.054311355844389
Regular	1	14	300.0	23.539448610765074
Regular	1	15	500.0	38.70897250887115
Regular	1	16	500.0	114.13638213381704
Regular	1	17	400.0	125.22096098866265
Regular	1	18	100.0	111.54483572134504
Regular	1	19	300.0	126.82575091528207
Regular	1	20	300.0	115.85206342199916
Regular	1	21	100.0	33.67927274366657
Regular	1	22	400.0	125.4805434225213
Regular	1	23	300.0	26.697312303695956
Regular	1	24	100.0	23.344917726001462
Regular	2	1	100.0	6.002628644360499
Regular	2	3	100.0	10.011328024310185
Regular	2	4	200.0	14.172772934585788
Regular	2	5	100.0	16.528684464357557
Regular	2	6	400.0	14.036496562791763
Regular	2	7	200.0	103.44191262172868
Regular	2	8	400.0	95.9753643749248
Regular	2	9	200.0	23.192922219841165
Regular	2	10	600.0	29.600434584792115
Regular	2	11	200.0	21.395797489779884
Regular	2	12	100.0	14.03375983329083
Regular	2	13	300.0	17.056940000204886
Regular	2	14	100.0	29.54207725512561
Regular	2	15	100.0	125.21813207873078
Regular	2	16	400.0	108.12136654613022
Regular	2	17	200.0	119.4866733278723
Regular	2	19	100.0	120.81073532759645
Regular	2	20	100.0	109.83704783431284
Regular	2	22	100.0	119.46552783483476
Regular	3	1	100.0	4.033879648886983
Regular	3	2	100.0	10.048895236573333
Regular	3	4	200.0	4.16144491027556
Regular	3	5	100.0	6.517356440047226
Regular	3	6	300.0	24.085391799365116
Regular	3	7	100.0	113.49080785830185
Regular	3	8	200.0	106.02425961150017
Regular	3	9	100.0	13.181594195530952
Regular	3	10	300.0	19.58910656048173
Regular	3	11	300.0	11.384469465469692
Regular	3	12	200.0	4.022431808980645
Regular	3	13	100.0	7.045611975894705
Regular	3	14	100.0	19.5307492308154
Regular	3	15	100.0	34.700273128921
Regular	3	16	200.0	118.17026178270424
Regular	3	17	100.0	34.37364347163677
Regular	3	22	100.0	34.565627175708364
Regular	3	23	100.0	22.68861292374626
Regular	4	1	500.0	8.4017524973972
Regular	4	2	200.0	14.4167680850836
Regular	4	3	200.0	4.367872848510218
Regular	4	5	500.0	2.3559115297716686
Regular	4	6	400.0	19.924826599644415
Regular	4	7	400.0	109.33024265858317
Regular	4	8	700.0	101.86369441177706
Regular	4	9	700.0	9.020149285255393
Regular	4	10	1200.0	15.427661650206248
Regular	4	11	1400.0	7.223024555194144
Regular	4	12	600.0	8.390304657490862
Regular	4	13	600.0	11.413484824404929
Regular	4	14	500.0	15.369304320539834
Regular	4	15	500.0	30.53882821864514
Regular	4	16	800.0	114.0096965829837
Regular	4	17	500.0	30.212198561361067
Regular	4	18	100.0	111.41815017051186
Regular	4	19	200.0	34.79315211665869
Regular	4	20	300.0	115.72537787116521
Regular	4	21	200.0	91.32344773144119
Regular	4	22	400.0	125.35385787168882
Regular	4	23	500.0	27.056485772256476
Regular	4	24	200.0	23.704091194562015
Regular	5	1	200.0	10.82397411163696
Regular	5	2	100.0	16.83898969932353
Regular	5	3	100.0	6.79009446274998
Regular	5	4	500.0	2.4222216142397586
Regular	5	6	200.0	17.568915069872688
Regular	5	7	200.0	106.97433112880961
Regular	5	8	500.0	99.50778288200567
Regular	5	9	800.0	6.664237755483723
Regular	5	10	1000.0	13.07175012043459
Regular	5	11	500.0	9.645246169433902
Regular	5	12	200.0	10.812526271730622
Regular	5	13	200.0	13.83570643864467
Regular	5	14	100.0	17.791525934779614
Regular	5	15	200.0	28.182916688873405
Regular	5	16	500.0	111.65378505321114
Regular	5	17	200.0	27.856287031589492
Regular	5	19	100.0	32.43724058688681
Regular	5	20	100.0	113.36946634139387
Regular	5	21	100.0	121.15212107945621
Regular	5	22	200.0	122.9979463419165
Regular	5	23	100.0	29.478707386496772
Regular	6	1	300.0	12.558213577845905
Regular	6	2	400.0	6.555584933485407
Regular	6	3	300.0	16.566717964464214
Regular	6	4	400.0	12.198154296926042
Regular	6	5	200.0	9.775932682686282
Regular	6	7	400.0	89.40541605893686
Regular	6	8	800.0	81.93886781213305
Regular	6	9	400.0	16.440170438170007
Regular	6	10	800.0	22.847682803120883
Regular	6	11	400.0	19.42117885212017
Regular	6	12	200.0	20.589344766776303
Regular	6	13	200.0	23.612430309221416
Regular	6	14	100.0	27.56745861746633
Regular	6	15	200.0	111.18163551593919
Regular	6	16	900.0	94.0848699833364
Regular	6	17	500.0	105.16808790449355
Regular	6	18	100.0	91.49332357086666
Regular	6	19	200.0	106.7742387648064
Regular	6	20	300.0	95.8005512715209
Regular	6	21	100.0	103.58320600958275
Regular	6	22	200.0	105.4290312720438
Regular	6	23	100.0	39.25464006918316
Regular	6	24	100.0	35.90224549148844
Regular	7	1	500.0	42.58989971432519
Regular	7	2	200.0	36.58727106996451
Regular	7	3	100.0	46.598276671176535
Regular	7	4	400.0	42.22740331096536
Regular	7	5	200.0	39.775661213144886
Regular	7	6	400.0	30.031686136479102
Regular	7	8	1000.0	5.444696794153846
Regular	7	9	600.0	35.625615919976674
Regular	7	10	1900.0	29.15182468137786
Regular	7	11	500.0	33.6620910996047
Regular	7	12	700.0	50.618554555982925
Regular	7	13	400.0	53.64369618133097
Regular	7	14	200.0	35.514690408226244
Regular	7	15	500.0	21.77621945700058
Regular	7	16	1400.0	5.228034587528547
Regular	7	17	1000.0	16.146135290644004
Regular	7	18	200.0	2.087907511930102
Regular	7	19	400.0	17.36882270586775
Regular	7	20	500.0	6.395135212584337
Regular	7	21	200.0	14.17778995064502
Regular	7	22	500.0	16.023615213105092
Regular	7	23	200.0	29.548864725498255
Regular	7	24	100.0	26.391958824206487
Regular	8	1	800.0	37.145202920171144
Regular	8	2	400.0	31.142574275810656
Regular	8	3	200.0	41.1535798770226
Regular	8	4	700.0	36.78514363925131
Regular	8	5	500.0	34.36292202501152
Regular	8	6	800.0	24.586989342325246
Regular	8	7	1000.0	7.466548246803546
Regular	8	9	800.0	12.212374326959932
Regular	8	10	1600.0	18.61988669191081
Regular	8	11	800.0	44.008168194445446
Regular	8	12	600.0	45.17544829674214
Regular	8	13	600.0	48.19862846365622
Regular	8	14	400.0	36.363674070797074
Regular	8	15	600.0	29.242767703804105
Regular	8	16	2200.0	12.14600217120331
Regular	8	17	1400.0	23.06410287431882
Regular	8	18	300.0	9.554455758733647
Regular	8	19	700.0	24.83537095267131
Regular	8	20	900.0	13.86168345938788
Regular	8	21	400.0	21.64433819744858
Regular	8	22	500.0	23.490163459908636
Regular	8	23	300.0	37.01541297230188
Regular	8	24	200.0	33.85850707100966
Regular	9	1	500.0	19.712230211111738
Regular	9	2	200.0	25.727245798798084
Regular	9	3	100.0	15.678350562224756
Regular	9	4	700.0	11.310477713714535
Regular	9	5	800.0	8.888256099474777
Regular	9	6	400.0	26.45717116934746
Regular	9	7	600.0	33.14758540713871
Regular	9	8	800.0	10.121186575947071
Regular	9	10	2800.0	6.407512364950865
Regular	9	11	1400.0	16.00501997849085
Regular	9	12	600.0	19.700782371205403
Regular	9	13	600.0	22.723962538119466
Regular	9	14	600.0	35.25714988461557
Regular	9	15	900.0	21.518678933389637
Regular	9	16	1400.0	27.963712496364554
Regular	9	17	900.0	21.192049276105646
Regular	9	18	200.0	31.093186215197676
Regular	9	19	400.0	25.773002831403065
Regular	9	20	600.0	35.39998673774819
Regular	9	21	300.0	34.51863614514819
Regular	9	22	700.0	29.867135649513394
Regular	9	23	500.0	43.39160983440338
Regular	9	24	200.0	46.73282602990539
Regular	10	1	1300.0	26.186021449710562
Regular	10	2	600.0	32.20103703739663
Regular	10	3	300.0	22.15214180082345
Regular	10	4	1200.0	17.784268952313205
Regular	10	5	1000.0	15.362047338073499
Regular	10	6	800.0	32.9309624079462
Regular	10	7	1900.0	26.740073042187774
Regular	10	8	1600.0	16.594977814545803
Regular	10	9	2800.0	6.4737912385987215
Regular	10	11	4000.0	9.597507613539983
Regular	10	12	2000.0	23.80023620539339
Regular	10	13	1900.0	26.427216120539246
Regular	10	14	2100.0	28.849637519664707
Regular	10	15	4000.0	15.111166568438774
Regular	10	16	4400.0	21.55620013141374
Regular	10	17	3900.0	14.784536911154767
Regular	10	18	700.0	24.685673850246786
Regular	10	19	1800.0	19.365490466452222
Regular	10	20	2500.0	28.99219964188575
Regular	10	21	1200.0	28.111123780197318
Regular	10	22	2600.0	23.459623284562532
Regular	10	23	1800.0	36.98480615069613
Regular	10	24	800.0	40.32554143155868
Regular	11	1	500.0	19.068651302562678
Regular	11	2	200.0	25.083666890249035
Regular	11	3	300.0	15.034771653675685
Regular	11	4	1500.0	10.66689880516547
Regular	11	5	500.0	13.022810334937141
Regular	11	6	400.0	30.591725404809825
Regular	11	7	500.0	89.01061856746217
Regular	11	8	800.0	112.53059321694283
Regular	11	9	1400.0	14.77174448358881
Regular	11	10	3900.0	8.297953244990088
Regular	11	12	1400.0	13.731411113413332
Regular	11	13	1000.0	16.754591280327435
Regular	11	14	1600.0	8.14627976534569
Regular	11	15	1400.0	21.30991023603087
Regular	11	16	1400.0	29.854153376403783
Regular	11	17	1000.0	23.082490156144864
Regular	11	18	100.0	120.65776587456013
Regular	11	19	400.0	25.454527646159562
Regular	11	20	600.0	122.1301012304979
Regular	11	21	400.0	29.956230167661023
Regular	11	22	1100.0	30.229438845319116
Regular	11	23	1300.0	16.280550783198535
Regular	11	24	600.0	19.62187514999618
Regular	12	1	200.0	8.060698374067334
Regular	12	2	100.0	14.075713961753685
Regular	12	3	200.0	4.026818725180351
Regular	12	4	600.0	8.188263635455911
Regular	12	5	200.0	10.544175165227582
Regular	12	6	200.0	28.11221052454554
Regular	12	7	700.0	117.51774081763593
Regular	12	8	600.0	110.05107833667937
Regular	12	9	600.0	17.20841292071131
Regular	12	10	2000.0	22.501281585704625
Regular	12	11	1400.0	13.698572063477265
Regular	12	13	1300.0	3.0231801669140554
Regular	12	14	700.0	21.844851828822954
Regular	12	15	700.0	37.10767068267046
Regular	12	16	700.0	122.19759079063203
Regular	12	17	600.0	36.92246277801764
Regular	12	18	200.0	119.60553409541431
Regular	12	19	300.0	40.509709012967306
Regular	12	20	400.0	91.05817761733991
Regular	12	21	300.0	25.648141554736043
Regular	12	22	700.0	30.54319536672748
Regular	12	23	700.0	18.666181114765614
Regular	12	24	500.0	15.313786537071131
Regular	13	1	500.0	11.08839066217209
Regular	13	2	300.0	17.103406249858445
Regular	13	3	100.0	7.0545110132851105
Regular	13	4	600.0	11.215955923560674
Regular	13	5	200.0	13.57186745333234
Regular	13	6	200.0	31.139902812650718
Regular	13	7	400.0	120.54531887158993
Regular	13	8	600.0	113.07964151930253
Regular	13	9	600.0	20.23610520881613
Regular	13	10	1900.0	25.043068331127632
Regular	13	11	1000.0	16.726264351582028
Regular	13	12	1300.0	3.02769228810476
Regular	13	14	600.0	24.703012999646944
Regular	13	15	700.0	36.58510852770711
Regular	13	16	600.0	125.22564330670664
Regular	13	17	500.0	39.80875450772686
Regular	13	18	100.0	122.63408970580564
Regular	13	19	300.0	40.83943242572029
Regular	13	20	600.0	29.649246732520126
Regular	13	21	600.0	22.624961387821983
Regular	13	22	1300.0	27.520015199813425
Regular	13	23	800.0	15.643000947851558
Regular	13	24	800.0	12.290606370157072
Regular	14	1	300.0	29.633248399778203
Regular	14	2	100.0	35.648263987464574
Regular	14	3	100.0	25.599368750891234
Regular	14	4	500.0	21.23149590238102
Regular	14	5	100.0	23.587407432152535
Regular	14	6	100.0	41.15632250202612
Regular	14	7	200.0	32.029137721088595
Regular	14	8	400.0	104.50277198323165
Regular	14	9	600.0	34.25123583419395
Regular	14	10	2100.0	27.777444595595227
Regular	14	11	1600.0	10.564597097215529
