ODtype	Origin	Destination	Demand	Cost
Regular	1	2	100.0	6.0096140267875935
Regular	1	3	100.0	4.01926458428625
Regular	1	4	500.0	8.291273877972767
Regular	1	5	200.0	10.61886118529475
Regular	1	6	300.0	16.975117647364293
Regular	1	7	500.0	83.61305042924198
Regular	1	8	800.0	76.41023874123398
Regular	1	9	500.0	17.49922109583556
Regular	1	10	1300.0	24.148596693531484
Regular	1	11	500.0	15.596665232384352
Regular	1	12	200.0	8.05512817643914
Regular	1	13	500.0	11.084626793386196
Regular	1	14	300.0	24.461127993103915
Regular	1	15	500.0	38.7430049272893
Regular	1	16	500.0	88.38908474243638
Regular	1	17	400.0	86.27498216383796
Regular	1	18	100.0	85.69674375690244
Regular	1	19	300.0	100.67975949504155
Regular	1	20	300.0	89.96316139824813
Regular	1	21	100.0	34.41616344834058
Regular	1	22	400.0	99.22143390601482
Regular	1	23	300.0	27.26940624352441
Regular	1	24	100.0	23.681494282349057
Regular	2	1	100.0	6.009765769046851
Regular	2	3	100.0	10.029030353333102
Regular	2	4	200.0	14.301039647019664
Regular	2	5	100.0	16.628626954343147
Regular	2	6	400.0	10.9655036205767
Regular	2	7	200.0	77.60343640245024
Regular	2	8	400.0	70.40062471444654
Regular	2	9	200.0	23.50898686488243
Regular	2	10	600.0	30.158362462578285
Regular	2	11	200.0	21.60643100143121
Regular	2	12	100.0	14.064893945485995
Regular	2	13	300.0	17.09439256243305
Regular	2	14	100.0	30.47089376215078
Regular	2	15	100.0	99.01234417185137
Regular	2	16	400.0	82.3794707156462
Regular	2	17	200.0	93.45445347532261
Regular	2	19	100.0	94.67014546825607
Regular	2	20	100.0	83.95354737146096
Regular	2	22	100.0	93.21181987922722
Regular	3	1	100.0	4.019011774263062
Regular	3	2	100.0	10.028625801050655
Regular	3	4	200.0	4.272009293686516
Regular	3	5	100.0	6.599596601008492
Regular	3	6	300.0	20.994129421627775
Regular	3	7	100.0	87.63206220350092
Regular	3	8	200.0	80.42925051549929
Regular	3	9	100.0	13.479956511549307
Regular	3	10	300.0	20.12933210924506
Regular	3	11	300.0	11.577400648098102
Regular	3	12	200.0	4.035863592152891
Regular	3	13	100.0	7.06536220909995
Regular	3	14	100.0	20.44186340881767
Regular	3	15	100.0	34.72374034300304
Regular	3	16	200.0	92.40809651669932
Regular	3	17	100.0	35.22207051897846
Regular	3	22	100.0	35.41994894535327
Regular	3	23	100.0	23.250141659238146
Regular	4	1	500.0	8.288896967439953
Regular	4	2	200.0	14.298510994227593
Regular	4	3	200.0	4.269885193176891
Regular	4	5	500.0	2.3275873073219815
Regular	4	6	400.0	16.72306419384762
Regular	4	7	400.0	83.3609969757261
Regular	4	8	700.0	76.15818528771742
Regular	4	9	700.0	9.207947217862792
Regular	4	10	1200.0	15.85732281555845
Regular	4	11	1400.0	7.305391354411599
Regular	4	12	600.0	8.305748785329783
Regular	4	13	600.0	11.33524740227684
Regular	4	14	500.0	16.16985411513115
Regular	4	15	500.0	30.451731049316006
