Origin 	 dest 	 numPaths 	 lpath cost 	 spath cost 	 minCost 	 diff between lPath and sPath
1	7	4	2771.7467258120696	1176.5913450169307	1176.5913450169307	1595.1553807951389
1	9	5	2682.490763408764	1365.1118210623827	1365.1118210623827	1317.3789423463813
1	10	13	3640.7443888975536	963.6124658980908	963.6124658980908	2677.131922999463
1	14	7	3810.814161386883	963.4817790849547	963.4817790849547	2847.332382301928
1	15	7	3549.153996065006	866.6682815931007	866.6682815931007	2682.4857144719053
1	16	6	2858.6374633694677	1259.3877057718983	1259.3877057718983	1599.2497575975694
1	17	8	3379.5269910707466	1063.4197553254717	1063.4197553254717	2316.107235745275
1	18	6	2802.0220699521333	1206.8666891569935	1206.8666891569935	1595.1553807951398
1	19	9	3502.29656880036	955.4168619310535	955.4168619310535	2546.8797068693066
1	20	5	2925.445588799552	1330.2902080044141	1330.2902080044141	1595.1553807951377
1	21	4	4323.634134777345	797.6220955179454	797.6220955179454	3526.0120392594
1	22	4	4078.2047013519655	827.2298270375501	827.2298270375501	3250.9748743144155
1	23	3	4535.569103029148	563.7178512027808	563.7178512027808	3971.8512518263674
1	24	1	178.87711922225037	178.87711922225037	178.87711922225037	0.0
2	16	7	2177.521523215344	1251.4304795438659	1251.4304795438659	926.0910436714782
2	17	8	3371.569764842714	1070.3083278255644	1070.3083278255644	2301.2614370171495
2	19	9	5615.221083070964	962.3054344311463	962.3054344311463	4652.915648639817
2	20	6	2244.32964864543	1322.3329817763818	1322.3329817763818	921.9966668690483
2	22	5	6055.523206506667	834.1183995376429	834.1183995376429	5221.404806969023
2	7	5	2217.8159192091807	1168.6341187888984	1168.6341187888984	1049.1818004202823
2	9	5	2744.7586830850687	1357.15459483435	1357.15459483435	1387.6040882507186
2	10	11	3632.787162669521	970.5010383981836	970.5010383981836	2662.2861242713375
2	14	9	3802.8569351588535	970.3703515850475	970.3703515850475	2832.486583573806
2	15	8	5526.472502733013	873.5568540931935	873.5568540931935	4652.91564863982
3	16	7	2866.1415922266606	1266.8918346290923	1266.8918346290923	1599.2497575975683
3	17	8	3387.03111992794	1057.6321958599158	1057.6321958599158	2329.398924068024
3	22	6	6070.984561591893	821.4422675719941	821.4422675719941	5249.542294019899
3	7	6	2779.2508546692625	1184.0954738741248	1184.0954738741248	1595.1553807951377
3	23	4	4547.167609862017	557.9302917372248	557.9302917372248	3989.2373181247926
3	9	5	2732.08255111942	1372.6159499195758	1372.6159499195758	1359.466601199844
3	10	12	3648.248517754747	957.8249064325348	957.8249064325348	2690.4236113222123
3	14	8	5413.473680303759	957.6942196193987	957.6942196193987	4455.77946068436
3	15	8	3556.658124922199	860.8807221275447	860.8807221275447	2695.7774027946543
4	7	4	2486.4353032737554	1094.2149611030475	1094.2149611030475	1392.220342170708
4	9	3	2720.134807549472	1079.8003985240687	1079.8003985240687	1640.3344090254034
4	10	8	3355.43296635924	768.5387034134692	768.5387034134692	2586.8942629457706
4	14	7	2377.541972897496	1001.1258232256629	1001.1258232256629	1376.4161496718334
4	15	9	5249.118306422732	904.3123257338088	904.3123257338088	4344.805980688923
4	16	5	2573.3260408311535	1177.011321858015	1177.011321858015	1396.3147189731385
4	17	8	3094.215568532433	1101.0637994661797	1101.0637994661797	1993.151769066253
4	18	6	2516.710647413818	1124.4903052431102	1124.4903052431102	1392.220342170708
4	19	9	3216.9851462620463	993.0609060717617	993.0609060717617	2223.9242401902848
4	20	6	2640.1341662612385	1247.9138240905309	1247.9138240905309	1392.2203421707077
4	21	5	6023.598443621751	835.2661396586535	835.2661396586535	5188.332303963098
4	22	5	5778.169010196386	864.8738711782582	864.8738711782582	4913.295139018128
4	23	4	4250.257680490835	601.361895343489	601.361895343489	3648.895785147346
4	24	2	7774.6170685420775	216.52116336295853	216.52116336295853	7558.095905179119
5	16	5	1498.6852982343642	102.37057926122537	102.37057926122537	1396.3147189731387
5	17	9	2951.3902390313124	623.260106962505	623.260106962505	2328.130132068807
5	19	13	2843.3873389186506	746.0296846921196	746.0296846921196	2097.357654226531
5	20	4	1565.4934236644494	173.27308149374127	173.27308149374127	1392.2203421707081
5	21	7	2963.681969642241	927.6808547623876	927.6808547623876	2036.001114879853
5	22	7	2718.2525362168617	957.2885862819924	957.2885862819924	1760.9639499348693
5	7	3	1411.794560676966	19.574218506257903	19.574218506257903	1392.2203421707081
5	23	10	4571.931660467031	693.7766104472231	693.7766104472231	3878.155050019808
5	9	1	5.159655927279071	5.159655927279071	5.159655927279071	0.0
5	10	13	2664.7115476103386	860.9534185172034	860.9534185172034	1803.7581290931353
5	14	16	4046.0173863114615	1093.5405383293971	1093.540538329397	2952.476847982064
5	15	7	2754.6387585807	792.8871119567634	792.8871119567634	1961.7516466239367
6	7	2	328.3676425518114	125.43260392738136	125.43260392738136	202.93503862443004
6	9	2	710.5124349771087	313.9530799728326	313.9530799728326	396.5593550042761
6	10	18	2770.569933031461	995.6896816819942	995.6896816819942	1774.8802513494668
6	14	20	4354.810810357015	1293.163787188165	1293.1637871881899	3061.64702316885
6	15	10	3833.010527282834	898.7454973778867	898.7454973778867	2934.2650299049474
