Origin 	 dest 	 numPaths 	 lpath cost 	 spath cost 	 minCost 	 diff between lPath and sPath
22	23	1	96.1639068662945	96.1639068662945	96.1639068662945	0.0
22	24	1	157.79379548889938	157.79379548889938	157.79379548889938	0.0
22	11	1	233.5111458203209	233.5111458203209	233.5111458203209	0.0
22	13	1	204.66423608593513	204.66423608593513	204.66423608593513	0.0
22	14	1	160.56502754751372	160.56502754751372	160.56502754751372	0.0
23	22	1	99.33756510736772	99.33756510736772	99.33756510736772	0.0
23	24	1	61.62988862260487	61.62988862260487	61.62988862260487	0.0
23	11	1	137.3472389540264	137.3472389540264	137.3472389540264	0.0
23	13	1	108.50032921964062	108.50032921964062	108.50032921964062	0.0
23	14	1	64.40112068121923	64.40112068121923	64.40112068121923	0.0
24	22	1	160.79482196128922	160.79482196128922	160.79482196128922	0.0
24	23	1	61.45725685392149	61.45725685392149	61.45725685392149	0.0
24	11	1	198.8044958079479	198.8044958079479	198.8044958079479	0.0
24	13	1	46.87044059703575	46.87044059703575	46.87044059703575	0.0
24	14	1	125.85837753514072	125.85837753514072	125.85837753514072	0.0
11	22	1	241.4536227900108	241.4536227900108	241.4536227900108	0.0
11	23	1	142.1160576826431	142.1160576826431	142.1160576826431	0.0
11	24	1	203.74594630524797	203.74594630524797	203.74594630524797	0.0
11	13	1	250.61638690228372	250.61638690228372	250.61638690228372	0.0
11	14	1	75.1436471362929	75.1436471362929	75.1436471362929	0.0
13	22	1	208.86797830408244	208.86797830408244	208.86797830408244	0.0
13	23	1	109.53041319671472	109.53041319671472	109.53041319671472	0.0
13	24	1	48.073156342793226	48.073156342793226	48.073156342793226	0.0
13	11	1	246.8776521507411	246.8776521507411	246.8776521507411	0.0
13	14	1	173.93153387793393	173.93153387793393	173.93153387793393	0.0
14	22	1	166.3099756537179	166.3099756537179	166.3099756537179	0.0
14	23	1	66.97241054635018	66.97241054635018	66.97241054635018	0.0
14	24	1	128.60229916895503	128.60229916895503	128.60229916895503	0.0
14	11	1	72.94611827280718	72.94611827280718	72.94611827280718	0.0
14	13	1	175.47273976599078	175.47273976599078	175.47273976599078	0.0
