Origin 	 destination 	 od demand 	od travel time
1	2	100.0	9.010279617980038
1	3	100.0	4.005506031426401
1	4	500.0	8.072246327604162
1	5	200.0	1662.8769100706568
1	6	300.0	1563.0988078589573
1	7	500.0	1902.3735256612183
1	8	800.0	1885.848329266811
1	9	500.0	1687.297408277696
1	10	1300.0	180.84002181321338
1	11	500.0	23.304863218273212
1	12	200.0	9.691206844461558
1	13	500.0	13.440875950448198
1	14	300.0	311.59335579035996
1	15	500.0	1052.954629537977
1	16	500.0	2104.6558240606223
1	17	400.0	2171.506919469916
1	18	100.0	1904.5871730518083
1	19	300.0	1473.7363761974011
1	20	300.0	1908.6860377929488
1	21	100.0	263.75187200776537
1	22	400.0	431.17779041293755
1	23	300.0	272.80123377187823
1	24	100.0	247.82037356717194
2	1	100.0	6.000039372934486
2	3	100.0	10.005545404360888
2	4	200.0	14.07228570053865
2	5	100.0	1653.8666304526764
2	6	400.0	1554.0885282409772
2	7	200.0	1893.4297885664762
2	8	400.0	1876.838049648831
2	9	200.0	1681.555736047109
2	10	600.0	229.2606180662954
2	11	200.0	29.304902591207775
2	12	100.0	15.691246217396044
2	13	300.0	19.44091532338271
2	14	100.0	321.6672440607921
2	15	100.0	891.0686801292555
2	16	400.0	2095.6963548467293
2	17	200.0	2213.3078490989105
2	19	100.0	1395.912083096204
2	20	100.0	1899.7534811206938
2	22	100.0	437.70659223944597
3	1	100.0	9.62748518595789
3	2	100.0	18.637764803937927
3	4	200.0	4.066740296177762
3	5	100.0	1672.504395256613
3	6	300.0	1572.726293044915
3	7	100.0	1911.926297048827
3	8	200.0	1895.475814452769
3	9	100.0	1700.0078046127535
3	10	300.0	227.38548713519899
3	11	300.0	19.299357186846866
3	12	200.0	5.685700813035156
3	13	100.0	9.435369919021804
3	14	100.0	311.92343778924555
3	15	100.0	892.5081143286169
3	16	200.0	2114.269316088434
3	17	100.0	2164.9938650850963
3	22	100.0	427.51567840988275
3	23	100.0	268.65056439774884
4	1	500.0	19.626773118613833
4	2	200.0	28.637052736593873
4	3	200.0	9.999287932655943
4	5	500.0	2.09681169468909
4	6	400.0	8.567275540451055
4	7	400.0	225.68480059073988
4	8	700.0	331.31679694830467
4	9	700.0	25.824708735817687
4	10	1200.0	20.525935591911345
4	11	1400.0	12.752022800340665
4	12	600.0	15.684988745691099
4	13	600.0	19.434657851677738
4	14	500.0	1271.422318657352
4	15	500.0	509.23517672190394
4	16	800.0	428.05379893567715
4	17	500.0	1062.936782376463
4	18	100.0	227.96370048350167
4	19	200.0	921.2368975449905
4	20	300.0	232.06616151319255
4	21	200.0	269.41083455322064
4	22	400.0	437.12327499388164
4	23	500.0	279.7800107719539
4	24	200.0	253.80788979936796
5	1	200.0	27.924181667091652
5	2	100.0	36.93446128507169
5	3	100.0	18.296696481133743
5	4	500.0	8.297408548477819
5	6	200.0	6.470463845761964
5	7	200.0	76.46608336309775
5	8	500.0	329.21998525361573
5	9	800.0	19.200836541703403
5	10	1000.0	294.8241276780798
5	11	500.0	21.049431348818597
5	12	200.0	23.98239729416892
5	13	200.0	27.732066400155613
5	14	100.0	1149.9968050604514
5	15	200.0	862.7019403282744
5	16	500.0	278.7505033606696
5	17	200.0	869.4447568969366
5	19	100.0	948.8114328489194
5	20	100.0	82.777992744331
5	21	100.0	277.94778495897197
5	22	200.0	445.0832801043125
5	23	100.0	287.44598433212167
6	1	300.0	127.70228387879057
6	2	400.0	5.226038139267259
6	3	300.0	118.07479869283299
6	4	400.0	108.0755107601771
6	5	200.0	99.77810221169908
6	7	400.0	339.56612420157313
6	8	800.0	322.7495214078537
6	9	400.0	1379.5303094251854
6	10	800.0	1383.0401781929613
6	11	400.0	120.82753356051768
6	12	200.0	123.76049950586814
6	13	200.0	127.51016861185471
6	14	100.0	2377.2460251057396
6	15	200.0	1185.8193555379617
6	16	900.0	541.8890101162048
6	17	500.0	1132.832007931435
6	18	100.0	341.7775683817615
6	19	200.0	1189.5658950801412
6	20	300.0	345.8792221205134
6	21	100.0	1083.1384460929623
6	22	200.0	640.4856024807424
6	23	100.0	1096.8773286995124
6	24	100.0	1067.278591984397
7	1	500.0	2463.028263602999
7	2	200.0	2471.9546030932206
7	3	100.0	2453.4013907097888
7	4	400.0	2443.4027387159504
7	5	200.0	2435.1058578694656
7	6	400.0	2286.0054151412123
7	8	1000.0	35.92962727724954
7	9	600.0	628.9105123999246
7	10	1900.0	774.5776143822172
7	11	500.0	920.1930963536926
7	12	700.0	2459.094637132143
7	13	400.0	2463.024570412864
7	14	200.0	891.4782807217135
7	15	500.0	61.901143858571814
7	16	1400.0	5.528631661168068
7	17	1000.0	596.5609693227615
7	18	200.0	2.199532488054189
7	19	400.0	46.53635528319716
7	20	500.0	6.301186226807239
7	21	200.0	197.846667093106
7	22	500.0	31.954588578243495
7	23	200.0	107.18040104431554
7	24	100.0	651.9942041581793
8	1	800.0	130.2444733549322
8	2	400.0	7.73575168714292
8	3	200.0	120.61698816897444
8	4	700.0	110.61770023631959
8	5	500.0	102.32029168784133
8	6	800.0	2.5421894761416475
8	7	1000.0	16.899282695495344
8	9	800.0	2276.191333383558
8	10	1600.0	1061.603170601719
8	11	800.0	123.36972303665932
8	12	600.0	126.30268898201027
8	13	600.0	130.0523580879962
8	14	400.0	2035.5248417421606
8	15	600.0	723.7418693009683
8	16	2200.0	219.17704489427078
8	17	1400.0	810.1997167508141
8	18	300.0	19.106719198938414
8	19	700.0	845.7759608415383
8	20	900.0	23.210467360541607
8	21	400.0	2389.4997632911018
8	22	500.0	208.0350373517444
8	23	300.0	2712.8730261992155
8	24	200.0	2661.363387042777
9	1	500.0	151.27730648612345
9	2	200.0	160.2875861041035
9	3	100.0	141.64982130016557
9	4	700.0	131.65053336750964
9	5	800.0	123.3531248190318
9	6	400.0	129.80359127488117
9	7	600.0	57.24506501850729
9	8	800.0	40.345782323011946
9	10	2800.0	3.000738617330958
9	11	1400.0	453.71001446105157
9	12	600.0	147.33513029790439
9	13	600.0	151.08479940389128
9	14	600.0	1429.9147930867107
9	15	900.0	330.5850871244629
9	16	1400.0	62.773696679675375
9	17	900.0	653.8060343412692
9	18	200.0	59.444597506561486
9	19	400.0	103.78142030170442
9	20	600.0	63.54625124531447
9	21	300.0	182.768861742034
9	22	700.0	71.71430651448351
9	23	500.0	4923.55538196887
9	24	200.0	5396.024344073757
10	1	1300.0	6348.316075648446
10	2	600.0	6491.962956733391
10	3	300.0	6657.073723786229
10	4	1200.0	7100.3536101675745
10	5	1000.0	7654.289624509778
10	6	800.0	7600.561343222518
10	7	1900.0	216.73282016831072
10	8	1600.0	6280.44778383493
10	9	2800.0	585.5436061837216
10	11	4000.0	94.47374893906265
10	12	2000.0	6167.851003656358
10	13	1900.0	6163.05970187236
10	14	2100.0	168.88910871575717
10	15	4000.0	18.534237642367415
10	16	4400.0	116.56221245279654
10	17	3900.0	41.54628660777943
10	18	700.0	272.4840014718451
10	19	1800.0	24.842230397944775
10	20	2500.0	139.2575779117336
10	21	1200.0	158.97156570523683
10	22	2600.0	47.91701047768724
10	23	1800.0	82.37634920046642
10	24	800.0	462.12957499024446
11	1	500.0	66.50087920172182
11	2	200.0	75.51115881970189
11	3	300.0	56.87339401576398
11	4	1500.0	7.142093648466843
11	5	500.0	1729.3139220540802
11	6	400.0	1629.5996870606778
11	7	500.0	6147.36093212708
11	8	800.0	1952.349208468533
11	9	1400.0	7173.604759632381
11	10	3900.0	6.906373872625565
11	12	1400.0	45.641913575405276
11	13	1000.0	49.39158268139187
11	14	1600.0	1838.6110892456504
11	15	1400.0	1835.5830249774838
11	16	1400.0	5536.644548018884
11	17	1000.0	1935.4392031678249
11	18	100.0	6041.610199117494
11	19	400.0	1843.813689346708
11	20	600.0	5488.255823703125
11	21	400.0	5595.191772538408
11	22	1100.0	5482.72660632076
11	23	1300.0	4796.403182170728
11	24	600.0	5251.9941321452025
12	1	200.0	20.858965626316614
12	2	100.0	29.86924524429665
12	3	200.0	11.231480440358718
12	4	600.0	15.298220736536484
12	5	200.0	1683.5602635663397
12	6	200.0	1583.957773485274
12	7	700.0	1923.1015989998336
12	8	600.0	1906.7072948931286
12	9	600.0	1706.3149405193228
12	10	2000.0	62.33635140640877
12	11	1400.0	13.6136563738117
12	13	1300.0	3.7496691059866416
12	14	700.0	291.8248892000437
12	15	700.0	461.44849948312554
12	16	700.0	2125.2637988226174
12	17	600.0	1514.8567253371853
12	18	200.0	1925.311884693929
12	19	300.0	1285.2943011900013
12	20	400.0	1928.4922380586108
12	21	300.0	253.79042483344912
12	22	700.0	421.2129478264704
12	23	700.0	262.682627369736
12	24	500.0	238.12916672271038
13	1	500.0	26.242247596059173
13	2	300.0	35.25252721403921
13	3	100.0	16.614762410101292
13	4	600.0	20.681502706279048
13	5	200.0	1689.1191576667165
13	6	200.0	1589.341055455017
13	7	400.0	1928.5443322223823
13	8	600.0	1912.0905768628702
13	9	600.0	1580.8498578528854
13	10	1900.0	197.98360614076978
13	11	1000.0	18.996938343554277
13	12	1300.0	5.3832819697425744
13	14	600.0	282.1597631783649
13	15	700.0	457.61230219926813
13	16	600.0	2129.0821641543994
13	17	500.0	1477.8458094425944
13	18	100.0	1930.7508387407704
13	19	300.0	1381.1460706347177
13	20	600.0	1931.8461776416893
13	21	600.0	250.04769634391647
13	22	1300.0	417.47354179676597
13	23	800.0	258.9329582637496
13	24	800.0	234.37949761672374
14	1	300.0	4258.2537854022
14	2	100.0	4267.263842591966
14	3	100.0	4248.627830939127
14	4	500.0	5282.372767603822
14	5	100.0	6018.49955448049
14	6	100.0	5834.280045060173
14	7	200.0	3886.8569548224386
14	8	400.0	4877.550513203751
14	9	600.0	416.6544974679616
14	10	2100.0	26.523013025626845
14	11	1600.0	61.49371411241167
14	12	700.0	4239.806011317305
14	13	600.0	4234.628898765774
14	15	1300.0	9.803785593188683
14	16	700.0	2663.557009561024
14	17	700.0	107.59056778520691
14	18	100.0	3884.473981745817
14	19	300.0	16.111778348766066
14	20	500.0	3861.089947499789
14	21	400.0	3770.9615459791985
14	22	1200.0	3659.906990751648
14	23	1100.0	2958.0669104322255
14	24	400.0	3416.0285739822384
15	1	500.0	1867.1029113621594
15	2	100.0	1876.8279156215212
15	3	100.0	1859.1948187925857
15	4	500.0	1856.9241994407075
15	5	200.0	2624.286620810062
15	6	200.0	2168.3724894162583
15	7	500.0	67.39171942616028
15	8	600.0	414.2705582568768
15	9	1000.0	567.0093685413526
15	10	4000.0	16.719227432438196
15	11	1400.0	111.26077000881259
15	12	700.0	2005.4398435756793
15	13	700.0	2301.6146249781236
15	14	1300.0	150.3548710733899
15	16	1200.0	142.63498111625174
15	17	1500.0	97.78678219201821
15	18	200.0	253.9497638294797
15	19	800.0	6.307992755577368
15	20	1100.0	83.11606855674746
15	21	800.0	140.43732806286926
15	22	2600.0	29.382772835319763
15	23	1000.0	63.839298797402726
15	24	400.0	301.88363660553455
16	1	500.0	2512.168942215967
16	2	400.0	2521.0956323174387
16	3	200.0	2502.541694694595
16	4	800.0	2492.542653604865
16	5	500.0	2484.2454498866314
16	6	900.0	2436.3437929684687
16	7	1400.0	5.465059226018422
16	8	2200.0	84.97566000300574
16	9	1400.0	1328.9139060085652
16	10	4400.0	837.0951233828005
16	11	1400.0	932.9403370673359
16	12	700.0	2508.298384668811
16	13	600.0	2512.095110771108
16	14	700.0	912.259408540604
16	15	1200.0	761.9045374672129
16	17	2800.0	591.0323376615944
16	18	500.0	3.002076381177405
16	19	1300.0	746.5397488918385
16	20	1600.0	7.103730119930455
16	21	600.0	902.3418655300833
16	22	1200.0	791.287310302535
16	23	500.0	825.7438362646149
16	24	300.0	905.4428687394618
17	1	400.0	2779.240231186407
17	2	200.0	2789.4092349510925
17	3	100.0	2770.71584723993
17	4	500.0	2547.0082680449013
17	5	200.0	2529.1769985476203
17	6	500.0	2430.017873032672
17	7	1000.0	50.313258150252
17	8	1400.0	130.2015874515057
17	9	900.0	737.881568346972
17	10	3900.0	247.75635696840035
17	11	1000.0	342.2370890727902
17	12	600.0	2772.1698151286264
17	13	500.0	2772.2507905263956
17	14	700.0	321.2270708790091
17	15	1500.0	170.87219980561946
17	16	2800.0	44.84819892423365
17	18	600.0	47.85027530541097
17	19	1700.0	155.50741123024483
17	20	1700.0	162.72047864320743
17	21	600.0	311.3095278684887
17	22	1700.0	200.2549726409392
17	23	600.0	234.71149860302253
17	24	300.0	2163.160715376037
18	1	100.0	2489.6038604202045
18	4	100.0	2470.177679939438
18	6	100.0	2122.5606821172696
18	7	200.0	2.4629828448410196
18	8	300.0	62.78616523539985
18	9	200.0	812.3671681722475
18	10	700.0	78.91980893834666
18	11	200.0	333.0635402190877
