Origin 	 dest 	 numPaths 	 lpath cost 	 spath cost 	 minCost 	 diff between lPath and sPath
1024	1001	1	28.164763978902513	28.164763978902513	28.164763978902513	0.0
1024	1004	1	28.47756152965306	28.47756152965306	28.47756152965306	0.0
1024	1006	2	40.79157311266083	40.79157311266083	40.79157311266083	0.0
1024	1007	1	26.535199466629745	26.535199466629745	26.535199466629745	0.0
1024	1008	1	32.318920784733166	32.318920784733166	32.318920784733166	0.0
1024	1009	1	40.767895235672526	40.767895235672526	40.767895235672526	0.0
1024	1010	3	39.003238546607626	39.00323854626328	39.00323854626328	3.4434322060405975E-10
1024	1011	1	26.69359884292838	26.69359884292838	26.69359884292838	0.0
1024	1012	1	20.132473630942403	20.132473630942403	20.132473630942403	0.0
1024	1013	1	17.109125462749482	17.109125462749482	17.109125462749482	0.0
1024	1014	1	13.099339467218368	13.099339467218368	13.099339467218368	0.0
1024	1015	3	25.65596717085902	25.65596717051468	25.65596717051468	3.4434322060405975E-10
1024	1016	1	27.647800529891196	27.647800529891196	27.647800529891196	0.0
1024	1017	2	37.4140218706388	37.414021869814704	37.414021869814704	8.240945703619218E-10
1024	1019	3	30.08556065359536	30.085560653251015	30.085560653251015	3.4434322060405975E-10
1024	1020	1	20.164052108798444	20.164052108798444	20.164052108798444	0.0
1024	1021	1	12.266932001578835	12.266932001578835	12.266932001578835	0.0
1024	1022	2	16.470841256296715	16.470841256017252	16.470841256017252	2.79463563401805E-10
1024	1023	1	3.876737897488695	3.876737897488695	3.876737897488695	0.0
1	2	1	20.097131609059304	20.097131609059304	20.097131609059304	0.0
1	1011	1	26.75231458857445	26.75231458857445	26.75231458857445	0.0
1	2006	1	17.178017370327524	17.178017370327524	17.178017370327524	0.0
2001	2002	1	6.00066520800025	6.00066520800025	6.00066520800025	0.0
2001	2003	1	4.0130370443357455	4.0130370443357455	4.0130370443357455	0.0
2001	2004	1	8.245066530501088	8.245066530501088	8.245066530501088	0.0
2001	2005	1	10.5959466812687	10.5959466812687	10.5959466812687	0.0
2001	2006	1	13.176026714327525	13.176026714327525	13.176026714327525	0.0
2001	2012	1	8.050175164297885	8.050175164297885	8.050175164297885	0.0
2001	2013	1	11.092652633059298	11.092652633059298	11.092652633059298	0.0
2002	2001	1	6.000739717325934	6.000739717325934	6.000739717325934	0.0
2002	2003	1	10.01377676166168	10.01377676166168	10.01377676166168	0.0
2002	2004	1	14.245806247827023	14.245806247827023	14.245806247827023	0.0
2002	2005	1	16.596686398594635	16.596686398594635	16.596686398594635	0.0
2002	2006	1	7.175361506327276	7.175361506327276	7.175361506327276	0.0
2002	2012	1	14.050914881623818	14.050914881623818	14.050914881623818	0.0
2002	2013	1	17.093392350385233	17.093392350385233	17.093392350385233	0.0
2003	2001	1	4.006923595507386	4.006923595507386	4.006923595507386	0.0
2003	2002	1	10.007588803507636	10.007588803507636	10.007588803507636	0.0
2003	2004	1	4.2320294861653425	4.2320294861653425	4.2320294861653425	0.0
2003	2005	1	6.582909636932954	6.582909636932954	6.582909636932954	0.0
2003	2006	2	17.18295030983491	17.18294994325223	17.18294994325223	3.665826824317264E-7
2003	2012	1	4.0371381199621394	4.0371381199621394	4.0371381199621394	0.0
2003	2013	1	7.079615588723554	7.079615588723554	7.079615588723554	0.0
2004	2001	1	8.282661272348099	8.282661272348099	8.282661272348099	0.0
2004	2002	1	14.283326480348348	14.283326480348348	14.283326480348348	0.0
2004	2003	1	4.275737676840713	4.275737676840713	4.275737676840713	0.0
2004	2005	1	2.350880150767612	2.350880150767612	2.350880150767612	0.0
2004	2006	1	12.950920457086887	12.950920457086887	12.950920457086887	0.0
2004	2012	1	8.312875796802853	8.312875796802853	8.312875796802853	0.0
2004	2013	1	11.355353265564268	11.355353265564268	11.355353265564268	0.0
2005	2001	1	10.680199598037866	10.680199598037866	10.680199598037866	0.0
2005	2002	1	16.680864806038116	16.680864806038116	16.680864806038116	0.0
2005	2003	1	6.673276002530479	6.673276002530479	6.673276002530479	0.0
2005	2004	1	2.3975383256897667	2.3975383256897667	2.3975383256897667	0.0
2005	2006	1	10.600040306319276	10.600040306319276	10.600040306319276	0.0
2005	2012	1	10.710414122492619	10.710414122492619	10.710414122492619	0.0
2005	2013	1	13.752891591254034	13.752891591254034	13.752891591254034	0.0
2006	2001	1	13.334733619528926	13.334733619528926	13.334733619528926	0.0
2006	2002	1	7.333993902202993	7.333993902202993	7.333993902202993	0.0
2006	2003	2	17.34777066745523	17.347770663864672	17.347770663864672	3.590557184907084E-9
2006	2004	1	13.072032990614517	13.072032990614517	13.072032990614517	0.0
2006	2005	1	10.67449466492475	10.67449466492475	10.67449466492475	0.0
2006	2012	1	21.384908783826813	21.384908783826813	21.384908783826813	0.0
