Origin 	 dest 	 numPaths 	 lpath cost 	 spath cost 	 minCost 	 diff between lPath and sPath
1	2016	1	43.28075049694337	43.28075049694337	43.28075049694337	0.0
2001	2016	1	39.278759840943366	39.278759840943366	39.278759840943366	0.0
2001	2017	1	43.829289344534104	43.829289344534104	43.829289344534104	0.0
2001	2018	1	36.07997456341181	36.07997456341181	36.07997456341181	0.0
2001	2019	1	46.11362783716803	46.11362783716803	46.11362783716803	0.0
2001	2020	1	40.35180558489682	40.35180558489682	40.35180558489682	0.0
2001	2021	1	37.45626498158316	37.45626498158316	37.45626498158316	0.0
2001	2022	1	43.0111237769786	43.0111237769786	43.0111237769786	0.0
2001	2023	1	30.170589352011117	30.170589352011117	30.170589352011117	0.0
2001	2024	1	24.695326083844677	24.695326083844677	24.695326083844677	0.0
2001	2007	1	34.01605369249353	34.01605369249353	34.01605369249353	0.0
2001	2008	1	27.821176646883377	27.821176646883377	27.821176646883377	0.0
2001	2009	1	19.676173700691802	19.676173700691802	19.676173700691802	0.0
2001	2010	1	27.52127219379378	27.52127219379378	27.52127219379378	0.0
2001	2011	1	16.831556835987705	16.831556835987705	16.831556835987705	0.0
2001	2014	1	31.147664462042343	31.147664462042343	31.147664462042343	0.0
2001	2015	1	42.07655079743546	42.07655079743546	42.07655079743546	0.0
2002	2016	1	33.27809463294312	33.27809463294312	33.27809463294312	0.0
2002	2017	1	43.02323551921529	43.02323551921529	43.02323551921529	0.0
2002	2019	1	44.22479972275575	44.22479972275575	44.22479972275575	0.0
2002	2020	1	34.351140376896566	34.351140376896566	34.351140376896566	0.0
2002	2022	1	42.07765575443376	42.07765575443376	42.07765575443376	0.0
2002	2007	1	28.01538848449328	28.01538848449328	28.01538848449328	0.0
2002	2008	1	21.820511438883127	21.820511438883127	21.820511438883127	0.0
2002	2009	1	20.606468676517956	20.606468676517956	20.606468676517956	0.0
2002	2010	1	28.451567169619935	28.451567169619935	28.451567169619935	0.0
2002	2011	1	21.76185181181386	21.76185181181386	21.76185181181386	0.0
2002	2014	1	36.0779594378685	36.0779594378685	36.0779594378685	0.0
2002	2015	1	43.00684577326162	43.00684577326162	43.00684577326162	0.0
2003	2016	1	36.334762612781184	36.334762612781184	36.334762612781184	0.0
2003	2017	1	39.81625230019833	39.81625230019833	39.81625230019833	0.0
2003	2022	1	38.99808673264287	38.99808673264287	38.99808673264287	0.0
2003	2023	1	26.157552307675385	26.157552307675385	26.157552307675385	0.0
2003	2007	1	31.072056464331343	31.072056464331343	31.072056464331343	0.0
2003	2008	1	24.87717941872119	24.87717941872119	24.87717941872119	0.0
2003	2009	1	15.663136656356023	15.663136656356023	15.663136656356023	0.0
2003	2010	1	23.508235149458002	23.508235149458002	23.508235149458002	0.0
2003	2011	1	12.818519791651926	12.818519791651926	12.818519791651926	0.0
2003	2014	1	27.134627417706568	27.134627417706568	27.134627417706568	0.0
2003	2015	1	38.063513753099684	38.063513753099684	38.063513753099684	0.0
2004	2016	1	32.102733126615846	32.102733126615846	32.102733126615846	0.0
2004	2017	1	35.584222814032984	35.584222814032984	35.584222814032984	0.0
2004	2018	1	28.903947849084282	28.903947849084282	28.903947849084282	0.0
2004	2019	1	37.86856130666691	37.86856130666691	37.86856130666691	0.0
2004	2020	1	33.175778870569296	33.175778870569296	33.175778870569296	0.0
2004	2021	1	31.34742920322507	31.34742920322507	31.34742920322507	0.0
2004	2022	1	36.90228799862051	36.90228799862051	36.90228799862051	0.0
2004	2023	1	24.061753573653025	24.061753573653025	24.061753573653025	0.0
2004	2024	1	18.586490305486585	18.586490305486585	18.586490305486585	0.0
2004	2007	1	26.840026978166005	26.840026978166005	26.840026978166005	0.0
2004	2008	1	20.645149932555853	20.645149932555853	20.645149932555853	0.0
2004	2009	1	11.43110717019068	11.43110717019068	11.43110717019068	0.0
2004	2010	1	19.276205663292657	19.276205663292657	19.276205663292657	0.0
2004	2011	1	8.586490305486583	8.586490305486583	8.586490305486583	0.0
2004	2014	1	22.902597931541223	22.902597931541223	22.902597931541223	0.0
2004	2015	1	33.83148426693434	33.83148426693434	33.83148426693434	0.0
2005	2016	1	30.102733126615846	30.102733126615846	30.102733126615846	0.0
2005	2017	1	33.584222814032984	33.584222814032984	33.584222814032984	0.0
2005	2019	1	35.86856130666691	35.86856130666691	35.86856130666691	0.0
2005	2020	1	31.175778870569296	31.175778870569296	31.175778870569296	0.0
2005	2021	1	33.34742920322507	33.34742920322507	33.34742920322507	0.0
2005	2022	2	38.902294248106486	38.90228799862051	38.90228799862051	6.249485977605218E-6
2005	2023	1	26.061753573653025	26.061753573653025	26.061753573653025	0.0
2005	2007	1	24.840026978166005	24.840026978166005	24.840026978166005	0.0
2005	2008	1	18.645149932555853	18.645149932555853	18.645149932555853	0.0
2005	2009	1	9.43110717019068	9.43110717019068	9.43110717019068	0.0
2005	2010	1	17.276205663292657	17.276205663292657	17.276205663292657	0.0
2005	2011	1	10.586490305486583	10.586490305486583	10.586490305486583	0.0
2005	2014	1	24.902597931541223	24.902597931541223	24.902597931541223	0.0
2005	2015	1	31.83148426693434	31.83148426693434	31.83148426693434	0.0
2006	2016	1	26.102733126615846	26.102733126615846	26.102733126615846	0.0
2006	2017	1	35.84787401288801	35.84787401288801	35.84787401288801	0.0
2006	2018	1	22.903947849084282	22.903947849084282	22.903947849084282	0.0
2006	2019	1	37.04943821642847	37.04943821642847	37.04943821642847	0.0
2006	2020	1	27.175778870569296	27.175778870569296	27.175778870569296	0.0
2006	2021	1	36.077670792913295	36.077670792913295	36.077670792913295	0.0
2006	2022	1	34.902294248106486	34.902294248106486	34.902294248106486	0.0
2006	2023	1	30.061753573653025	30.061753573653025	30.061753573653025	0.0
2006	2024	1	24.586490305486585	24.586490305486585	24.586490305486585	0.0
2006	2007	1	20.840026978166005	20.840026978166005	20.840026978166005	0.0
2006	2008	1	14.645149932555851	14.645149932555851	14.645149932555851	0.0
2006	2009	1	13.43110717019068	13.43110717019068	13.43110717019068	0.0
2006	2010	1	21.276205663292657	21.276205663292657	21.276205663292657	0.0
2006	2011	1	14.586490305486583	14.586490305486583	14.586490305486583	0.0
2006	2014	1	28.902597931541223	28.902597931541223	28.902597931541223	0.0
2006	2015	1	35.83148426693434	35.83148426693434	35.83148426693434	0.0
2007	2001	1	34.826759378824775	34.826759378824775	34.826759378824775	0.0
2007	2002	1	28.826019661498837	28.826019661498837	28.826019661498837	0.0
2007	2003	1	31.76776343613656	31.76776343613656	31.76776343613656	0.0
2007	2004	1	27.492025759295846	27.492025759295846	27.492025759295846	0.0
2007	2005	1	25.492025759295846	25.492025759295846	25.492025759295846	0.0
2007	2006	1	21.492025759295846	21.492025759295846	21.492025759295846	0.0
2007	2012	2	35.49202580582579	35.49202575929584	35.49202575929584	4.652994789466902E-8
2007	2013	3	38.49202580582579	38.492025752591786	38.492025752591786	5.323400387169386E-8
2008	2001	1	28.557561411873607	28.557561411873607	28.557561411873607	0.0
2008	2002	1	22.556821694547672	22.556821694547672	22.556821694547672	0.0
2008	2003	1	25.498565469185394	25.498565469185394	25.498565469185394	0.0
2008	2004	1	21.22282779234468	21.22282779234468	21.22282779234468	0.0
2008	2005	1	19.22282779234468	19.22282779234468	19.22282779234468	0.0
2008	2006	1	15.222827792344681	15.222827792344681	15.222827792344681	0.0
2008	2012	3	29.222827838874622	29.22282779234468	29.22282779234468	4.6529940789241664E-8
2008	2013	4	32.22282783887462	32.22282778564062	32.22282778564062	5.323400387169386E-8
2009	2001	1	20.386802284268832	20.386802284268832	20.386802284268832	0.0
2009	2002	1	21.4381349141237	21.4381349141237	21.4381349141237	0.0
2009	2003	1	16.37987868876142	16.37987868876142	16.37987868876142	0.0
2009	2004	1	12.104141011920708	12.104141011920708	12.104141011920708	0.0
2009	2005	1	10.104141011920708	10.104141011920708	10.104141011920708	0.0
2009	2006	1	14.104141011920708	14.104141011920708	14.104141011920708	0.0
2009	2012	1	20.10414101192071	20.10414101192071	20.10414101192071	0.0
2009	2013	1	23.10414101192071	23.10414101192071	23.10414101192071	0.0
2010	2001	1	28.79598738545248	28.79598738545248	28.79598738545248	0.0
2010	2002	1	29.847320015307346	29.847320015307346	29.847320015307346	0.0
2010	2003	1	24.789063789945068	24.789063789945068	24.789063789945068	0.0
2010	2004	1	20.513326113104355	20.513326113104355	20.513326113104355	0.0
2010	2005	1	18.513326113104355	18.513326113104355	18.513326113104355	0.0
2010	2006	1	22.513326113104355	22.513326113104355	22.513326113104355	0.0
2010	1019	3	47.72063970881362	47.67816224005221	47.67816224005221	0.042477468761411785
2010	2012	2	28.513326113104355	28.513326012344898	28.513326012344898	1.0075945766629957E-7
2010	2013	2	31.513326113104355	31.513326012344898	31.513326012344898	1.0075945766629957E-7
2011	2001	1	17.04950814778732	17.04950814778732	17.04950814778732	0.0
2011	2002	1	22.100840777642187	22.100840777642187	22.100840777642187	0.0
2011	2003	1	13.042584552279909	13.042584552279909	13.042584552279909	0.0
2011	2004	1	8.766846875439196	8.766846875439196	8.766846875439196	0.0
2011	2005	1	10.766846875439196	10.766846875439196	10.766846875439196	0.0
2011	2006	1	14.766846875439196	14.766846875439196	14.766846875439196	0.0
2011	2012	1	15.222827838874624	15.222827838874624	15.222827838874624	0.0
2011	2013	1	18.222827838874622	18.222827838874622	18.222827838874622	0.0
2012	2016	2	40.10273316620893	40.102733126615846	40.102733126615846	3.959308259027239E-8
2012	2017	2	43.584222814032984	43.5842227459319	43.5842227459319	6.81010803305071E-8
2012	2018	2	36.903947888677365	36.90394784908428	36.90394784908428	3.959308259027239E-8
2012	2019	2	45.868561306666905	45.868561233629194	45.868561233629194	7.303771099032019E-8
2012	2020	1	38.19493817392653	38.19493817392653	38.19493817392653	0.0
2012	2021	1	29.4060898172853	29.4060898172853	29.4060898172853	0.0
2012	2022	1	34.96094861268074	34.96094861268074	34.96094861268074	0.0
2012	2023	1	22.120414187713255	22.120414187713255	22.120414187713255	0.0
2012	2024	1	16.645150919546815	16.645150919546815	16.645150919546815	0.0
