iteration 	 stepSize
0	0.2
1	0.21000000000000002
2	0.22050000000000003
3	0.23152500000000004
4	0.24310125000000005
5	0.2552563125000001
6	0.2552563125000001
7	0.2552563125000001
8	0.2680191281250001
9	0.2814200845312501
10	0.29549108875781266
11	0.3102656431957033
12	0.3102656431957033
13	0.3102656431957033
14	0.3257789253554885
15	0.34206787162326296
16	0.3591712652044261
17	0.37712982846464743
18	0.37712982846464743
19	0.37712982846464743
20	0.3959863198878798
21	0.4157856358822738
22	0.4157856358822738
23	0.4157856358822738
24	0.4157856358822738
25	0.4157856358822738
26	0.4157856358822738
27	0.3949963540881601
28	0.3949963540881601
29	0.3949963540881601
30	0.3949963540881601
31	0.3949963540881601
32	0.3949963540881601
33	0.3949963540881601
34	0.3949963540881601
35	0.3949963540881601
36	0.37524653638375205
37	0.37524653638375205
38	0.35648420956456445
39	0.35648420956456445
40	0.35648420956456445
41	0.35648420956456445
42	0.35648420956456445
43	0.35648420956456445
44	0.35648420956456445
45	0.35648420956456445
46	0.35648420956456445
47	0.35648420956456445
48	0.35648420956456445
49	0.3386599990863362
50	0.32172699913201935
51	0.32172699913201935
52	0.3056406491754184
53	0.2903586167166475
54	0.2903586167166475
55	0.2903586167166475
56	0.2903586167166475
57	0.2903586167166475
58	0.2903586167166475
59	0.2903586167166475
60	0.2903586167166475
61	0.2903586167166475
62	0.2903586167166475
63	0.2903586167166475
64	0.2758406858808151
65	0.2620486515867744
66	0.2620486515867744
67	0.2620486515867744
68	0.24894621900743563
69	0.24894621900743563
70	0.24894621900743563
71	0.24894621900743563
72	0.24894621900743563
73	0.24894621900743563
74	0.24894621900743563
75	0.24894621900743563
76	0.24894621900743563
77	0.24894621900743563
78	0.24894621900743563
79	0.24894621900743563
80	0.24894621900743563
81	0.24894621900743563
82	0.24894621900743563
83	0.24894621900743563
84	0.24894621900743563
85	0.24894621900743563
86	0.24894621900743563
87	0.24894621900743563
88	0.24894621900743563
89	0.24894621900743563
90	0.24894621900743563
91	0.24894621900743563
92	0.24894621900743563
93	0.24894621900743563
94	0.24894621900743563
95	0.24894621900743563
96	0.24894621900743563
97	0.24894621900743563
98	0.24894621900743563
99	0.24894621900743563
100	0.24894621900743563
101	0.24894621900743563
102	0.24894621900743563
103	0.24894621900743563
104	0.24894621900743563
105	0.24894621900743563
106	0.24894621900743563
107	0.24894621900743563
108	0.24894621900743563
109	0.24894621900743563
110	0.24894621900743563
111	0.24894621900743563
112	0.24894621900743563
113	0.24894621900743563
114	0.24894621900743563
115	0.24894621900743563
116	0.24894621900743563
117	0.24894621900743563
118	0.24894621900743563
119	0.24894621900743563
120	0.24894621900743563
121	0.24894621900743563
122	0.24894621900743563
123	0.24894621900743563
124	0.24894621900743563
125	0.24894621900743563
126	0.24894621900743563
127	0.24894621900743563
128	0.24894621900743563
129	0.24894621900743563
130	0.24894621900743563
131	0.24894621900743563
132	0.24894621900743563
133	0.24894621900743563
134	0.24894621900743563
135	0.24894621900743563
136	0.24894621900743563
137	0.24894621900743563
138	0.24894621900743563
139	0.24894621900743563
140	0.24894621900743563
141	0.24894621900743563
142	0.24894621900743563
143	0.24894621900743563
144	0.24894621900743563
145	0.24894621900743563
146	0.24894621900743563
147	0.24894621900743563
148	0.24894621900743563
149	0.24894621900743563
150	0.24894621900743563
151	0.24894621900743563
152	0.24894621900743563
153	0.24894621900743563
154	0.24894621900743563
155	0.24894621900743563
156	0.24894621900743563
157	0.24894621900743563
158	0.24894621900743563
159	0.24894621900743563
160	0.24894621900743563
161	0.24894621900743563
162	0.24894621900743563
163	0.24894621900743563
164	0.24894621900743563
165	0.24894621900743563
166	0.24894621900743563
167	0.24894621900743563
168	0.24894621900743563
169	0.24894621900743563
170	0.24894621900743563
171	0.24894621900743563
172	0.24894621900743563
173	0.24894621900743563
174	0.24894621900743563
175	0.24894621900743563
176	0.24894621900743563
177	0.24894621900743563
178	0.24894621900743563
179	0.24894621900743563
180	0.24894621900743563
181	0.24894621900743563
182	0.24894621900743563
183	0.24894621900743563
184	0.24894621900743563
185	0.24894621900743563
186	0.24894621900743563
187	0.24894621900743563
188	0.24894621900743563
189	0.24894621900743563
190	0.24894621900743563
191	0.24894621900743563
192	0.24894621900743563
193	0.24894621900743563
194	0.24894621900743563
195	0.24894621900743563
196	0.24894621900743563
197	0.24894621900743563
198	0.24894621900743563
199	0.24894621900743563
200	0.24894621900743563
201	0.24894621900743563
202	0.24894621900743563
203	0.24894621900743563
204	0.24894621900743563
205	0.24894621900743563
206	0.24894621900743563
207	0.24894621900743563
208	0.24894621900743563
209	0.24894621900743563
210	0.24894621900743563
211	0.24894621900743563
212	0.24894621900743563
213	0.24894621900743563
214	0.24894621900743563
215	0.24894621900743563
216	0.24894621900743563
217	0.24894621900743563
218	0.24894621900743563
219	0.24894621900743563
220	0.24894621900743563
221	0.24894621900743563
222	0.24894621900743563
223	0.24894621900743563
224	0.24894621900743563
225	0.24894621900743563
226	0.24894621900743563
227	0.24894621900743563
228	0.24894621900743563
229	0.24894621900743563
230	0.24894621900743563
231	0.24894621900743563
232	0.24894621900743563
233	0.24894621900743563
234	0.24894621900743563
235	0.24894621900743563
236	0.24894621900743563
237	0.24894621900743563
